#SCU1.ForceA.Engineering value [kN],SCU1.Encoder.Engineering value [mm],Design,Direction,Displacement Rate
-24.821634,-5.9906235,A,X,0.1
-24.780558,-5.9953699,A,X,0.1
-24.800611,-5.9992847,A,X,0.1
-24.781544,-6.0050793,A,X,0.1
-24.790394,-6.0106831,A,X,0.1
-24.776146,-6.0158358,A,X,0.1
-24.796062,-6.0206394,A,X,0.1
-24.752821,-6.0251637,A,X,0.1
-24.779007,-6.0298347,A,X,0.1
-24.740374,-6.0351009,A,X,0.1
-24.683788,-6.0424328,A,X,0.1
-24.659124,-6.0461683,A,X,0.1
-24.676292,-6.0506639,A,X,0.1
-24.644321,-6.0562305,A,X,0.1
-24.694254,-6.0598202,A,X,0.1
-24.670954,-6.0640354,A,X,0.1
-24.700979,-6.0702791,A,X,0.1
-24.649845,-6.0757217,A,X,0.1
-24.660875,-6.0803976,A,X,0.1
-24.640837,-6.0833015,A,X,0.1
-24.640629,-6.0907354,A,X,0.1
-24.621326,-6.0949554,A,X,0.1
-24.636845,-6.1000481,A,X,0.1
-24.613474,-6.1049395,A,X,0.1
-24.635511,-6.1095409,A,X,0.1
-24.594421,-6.1148167,A,X,0.1
-24.619205,-6.1197433,A,X,0.1
-24.583755,-6.1252651,A,X,0.1
-24.594414,-6.1308966,A,X,0.1
-24.553423,-6.135993,A,X,0.1
-24.568947,-6.1412964,A,X,0.1
-24.52704,-6.1444521,A,X,0.1
-24.543209,-6.150444,A,X,0.1
-24.507254,-6.1559954,A,X,0.1
-24.525553,-6.1600285,A,X,0.1
-24.485907,-6.1662645,A,X,0.1
-24.484377,-6.1701279,A,X,0.1
-24.487293,-6.1737566,A,X,0.1
-24.48591,-6.1799955,A,X,0.1
-24.464466,-6.1847258,A,X,0.1
-24.470678,-6.1905031,A,X,0.1
-24.455259,-6.1948471,A,X,0.1
-24.466116,-6.199851,A,X,0.1
-24.426268,-6.2040701,A,X,0.1
-24.444206,-6.2115965,A,X,0.1
-24.429991,-6.2156181,A,X,0.1
-24.435268,-6.220993,A,X,0.1
-24.424561,-6.2252331,A,X,0.1
-24.401232,-6.2306213,A,X,0.1
-24.382944,-6.2348948,A,X,0.1
-24.358707,-6.2403851,A,X,0.1
-24.353481,-6.2455254,A,X,0.1
-24.364767,-6.2498922,A,X,0.1
-24.344334,-6.2554731,A,X,0.1
-24.337505,-6.2589607,A,X,0.1
-24.330656,-6.2644186,A,X,0.1
-24.330256,-6.2705078,A,X,0.1
-24.321983,-6.2755108,A,X,0.1
-24.309065,-6.2809343,A,X,0.1
-24.322807,-6.2850056,A,X,0.1
-24.32144,-6.2893066,A,X,0.1
-24.297812,-6.2948389,A,X,0.1
-24.288841,-6.2991476,A,X,0.1
-24.280153,-6.3057022,A,X,0.1
-24.263788,-6.3102856,A,X,0.1
-24.24716,-6.3159571,A,X,0.1
-24.253712,-6.3208151,A,X,0.1
-24.217463,-6.3265266,A,X,0.1
-24.217196,-6.3301735,A,X,0.1
-24.20372,-6.3358507,A,X,0.1
-24.215256,-6.3410358,A,X,0.1
-24.198507,-6.3457384,A,X,0.1
-24.193647,-6.3496962,A,X,0.1
-24.194357,-6.3542881,A,X,0.1
-24.176111,-6.3593683,A,X,0.1
-24.185202,-6.3652191,A,X,0.1
-24.16691,-6.3700314,A,X,0.1
-24.164909,-6.374299,A,X,0.1
-24.154606,-6.3804951,A,X,0.1
-24.140532,-6.3860302,A,X,0.1
-24.134975,-6.389081,A,X,0.1
-24.129557,-6.3952751,A,X,0.1
-24.123213,-6.4004698,A,X,0.1
-24.094778,-6.4055634,A,X,0.1
-24.084793,-6.4116335,A,X,0.1
-24.069225,-6.4143353,A,X,0.1
-24.041481,-6.420085,A,X,0.1
-24.053183,-6.4251709,A,X,0.1
-24.044771,-6.4313059,A,X,0.1
-24.031145,-6.4346943,A,X,0.1
-24.030462,-6.4389048,A,X,0.1
-24.039768,-6.4449425,A,X,0.1
-24.028133,-6.4520779,A,X,0.1
-24.009993,-6.4559517,A,X,0.1
-23.997955,-6.4611893,A,X,0.1
-23.976173,-6.466507,A,X,0.1
-23.936161,-6.4715681,A,X,0.1
-23.939468,-6.4749355,A,X,0.1
-23.934378,-6.4798088,A,X,0.1
-23.964361,-6.4861727,A,X,0.1
-23.945127,-6.489418,A,X,0.1
-23.926798,-6.4953823,A,X,0.1
-23.888538,-6.4997244,A,X,0.1
-23.910063,-6.5056028,A,X,0.1
-23.902748,-6.5101013,A,X,0.1
-23.893347,-6.5149183,A,X,0.1
-23.87516,-6.5216026,A,X,0.1
-23.880686,-6.5258331,A,X,0.1
-23.857208,-6.529808,A,X,0.1
-23.866634,-6.535532,A,X,0.1
-23.850372,-6.5398741,A,X,0.1
-23.862532,-6.545064,A,X,0.1
-23.833536,-6.5503693,A,X,0.1
-23.843,-6.5561352,A,X,0.1
-23.789518,-6.5600719,A,X,0.1
-23.789434,-6.5660124,A,X,0.1
-23.774975,-6.5706339,A,X,0.1
-23.775,-6.5749054,A,X,0.1
-23.738764,-6.5804386,A,X,0.1
-23.749462,-6.5854177,A,X,0.1
-23.733948,-6.5910597,A,X,0.1
-23.736071,-6.5955753,A,X,0.1
-23.732145,-6.6005878,A,X,0.1
-23.726112,-6.606369,A,X,0.1
-23.6905,-6.6103458,A,X,0.1
-23.702887,-6.6141863,A,X,0.1
-23.690842,-6.6195068,A,X,0.1
-23.701351,-6.624958,A,X,0.1
-23.657423,-6.6297264,A,X,0.1
-23.673048,-6.6355572,A,X,0.1
-23.624773,-6.6396503,A,X,0.1
-23.649792,-6.6455688,A,X,0.1
-23.595486,-6.6495543,A,X,0.1
-23.614092,-6.6556053,A,X,0.1
-23.57468,-6.6603785,A,X,0.1
-23.591743,-6.6661482,A,X,0.1
-23.57522,-6.6704035,A,X,0.1
-23.583221,-6.6749992,A,X,0.1
-23.572166,-6.6799326,A,X,0.1
-23.578167,-6.6853819,A,X,0.1
-23.550119,-6.6892853,A,X,0.1
-23.563158,-6.6945972,A,X,0.1
-23.519098,-6.7008104,A,X,0.1
-23.545832,-6.7056398,A,X,0.1
-23.504555,-6.7096243,A,X,0.1
-23.52404,-6.7147732,A,X,0.1
-23.472088,-6.7199659,A,X,0.1
-23.510509,-6.7247953,A,X,0.1
-23.437666,-6.7309761,A,X,0.1
-23.4519,-6.7348118,A,X,0.1
-23.440077,-6.7414103,A,X,0.1
-23.440201,-6.7460327,A,X,0.1
-23.413509,-6.7510757,A,X,0.1
-23.42473,-6.7562084,A,X,0.1
-23.378777,-6.7620478,A,X,0.1
-23.423582,-6.7651911,A,X,0.1
-23.399288,-6.7703571,A,X,0.1
-23.41357,-6.7751169,A,X,0.1
-23.378265,-6.7801905,A,X,0.1
-23.405779,-6.7853756,A,X,0.1
-23.371767,-6.7904282,A,X,0.1
-23.381323,-6.7954206,A,X,0.1
-23.343678,-6.7997398,A,X,0.1
-23.376335,-6.8058453,A,X,0.1
-23.293766,-6.8102522,A,X,0.1
-23.330633,-6.8160372,A,X,0.1
-23.295317,-6.8182793,A,X,0.1
-23.309177,-6.8247814,A,X,0.1
-23.278032,-6.8303041,A,X,0.1
-23.286133,-6.8348351,A,X,0.1
-23.277885,-6.8408918,A,X,0.1
-23.28319,-6.8454409,A,X,0.1
-23.268103,-6.8497686,A,X,0.1
-23.282087,-6.8548279,A,X,0.1
-23.244207,-6.8606234,A,X,0.1
-23.256361,-6.8652725,A,X,0.1
-23.223366,-6.8711452,A,X,0.1
-23.24819,-6.8748503,A,X,0.1
-23.209465,-6.8802814,A,X,0.1
-23.205914,-6.886282,A,X,0.1
-23.152937,-6.8900614,A,X,0.1
-23.213699,-6.8953686,A,X,0.1
-23.153238,-6.8986406,A,X,0.1
-23.178745,-6.9051714,A,X,0.1
-23.138132,-6.9096127,A,X,0.1
-23.137718,-6.9151859,A,X,0.1
-23.127043,-6.91957,A,X,0.1
-23.134632,-6.9260035,A,X,0.1
-23.115665,-6.9304333,A,X,0.1
-23.121714,-6.9357853,A,X,0.1
-23.09181,-6.9393702,A,X,0.1
-23.114767,-6.9443426,A,X,0.1
-23.089964,-6.9491377,A,X,0.1
-23.091642,-6.9569492,A,X,0.1
-23.041771,-6.9609308,A,X,0.1
-23.078527,-6.965394,A,X,0.1
-23.028139,-6.9703283,A,X,0.1
-23.04273,-6.9738855,A,X,0.1
-23.037251,-6.9788055,A,X,0.1
-23.047165,-6.98596,A,X,0.1
-22.996706,-6.9902916,A,X,0.1
-23.008196,-6.9949665,A,X,0.1
-22.98325,-6.999918,A,X,0.1
-22.99547,-7.0047712,A,X,0.1
-22.979902,-7.0096979,A,X,0.1
-22.985172,-7.0153427,A,X,0.1
-22.972311,-7.0208788,A,X,0.1
-22.977194,-7.0243807,A,X,0.1
-22.957088,-7.0303087,A,X,0.1
-22.953125,-7.0341101,A,X,0.1
-22.944315,-7.0415859,A,X,0.1
-22.945223,-7.0450697,A,X,0.1
-22.941063,-7.0506878,A,X,0.1
-22.930033,-7.0553474,A,X,0.1
-22.902321,-7.0598326,A,X,0.1
-22.935987,-7.0653095,A,X,0.1
-22.904129,-7.0700274,A,X,0.1
-22.880852,-7.0753269,A,X,0.1
-22.871019,-7.079586,A,X,0.1
-22.894333,-7.0853386,A,X,0.1
-22.847889,-7.0911226,A,X,0.1
-22.831701,-7.0947695,A,X,0.1
-22.828583,-7.0998898,A,X,0.1
-22.846655,-7.1049967,A,X,0.1
-22.82679,-7.1093531,A,X,0.1
-22.836853,-7.1155748,A,X,0.1
-22.826838,-7.1198807,A,X,0.1
-22.826435,-7.126462,A,X,0.1
-22.815067,-7.1302452,A,X,0.1
-22.81097,-7.13449,A,X,0.1
-22.80681,-7.1409168,A,X,0.1
-22.792543,-7.1455097,A,X,0.1
-22.782991,-7.1504784,A,X,0.1
-22.792166,-7.1558619,A,X,0.1
-22.7651,-7.1596155,A,X,0.1
-22.773392,-7.1647997,A,X,0.1
-22.729082,-7.1704855,A,X,0.1
-22.715649,-7.1767273,A,X,0.1
-22.689854,-7.1790895,A,X,0.1
-22.707218,-7.1862087,A,X,0.1
-22.689541,-7.1909952,A,X,0.1
-22.691021,-7.1942844,A,X,0.1
-22.688488,-7.1994743,A,X,0.1
-22.685375,-7.2051497,A,X,0.1
-22.681845,-7.2106552,A,X,0.1
-22.68605,-7.2166052,A,X,0.1
-22.673338,-7.2208061,A,X,0.1
-22.670267,-7.2256613,A,X,0.1
-22.66345,-7.2309265,A,X,0.1
-22.648239,-7.2345324,A,X,0.1
-22.644197,-7.2411079,A,X,0.1
-22.63592,-7.2452726,A,X,0.1
-22.620474,-7.2500324,A,X,0.1
-22.609907,-7.2553625,A,X,0.1
-22.580488,-7.2603951,A,X,0.1
-22.561098,-7.265399,A,X,0.1
-22.55467,-7.2724037,A,X,0.1
-22.545677,-7.2746859,A,X,0.1
-22.541561,-7.2803087,A,X,0.1
-22.525389,-7.2846012,A,X,0.1
-22.528078,-7.2907925,A,X,0.1
-22.516785,-7.2962055,A,X,0.1
-22.503614,-7.3003445,A,X,0.1
-22.493902,-7.3057566,A,X,0.1
-22.478821,-7.3099346,A,X,0.1
-22.464867,-7.3148861,A,X,0.1
-22.41271,-7.3204803,A,X,0.1
-22.39361,-7.3274517,A,X,0.1
-22.388565,-7.330699,A,X,0.1
-22.376949,-7.335659,A,X,0.1
-22.385174,-7.3404083,A,X,0.1
-22.38258,-7.3438997,A,X,0.1
-22.379808,-7.3503876,A,X,0.1
-22.346279,-7.3555756,A,X,0.1
-22.336561,-7.3599682,A,X,0.1
-22.32353,-7.3648138,A,X,0.1
-22.304804,-7.3704767,A,X,0.1
-22.247324,-7.3754005,A,X,0.1
-22.232525,-7.3802032,A,X,0.1
-22.23007,-7.3858776,A,X,0.1
-22.229506,-7.3906898,A,X,0.1
-22.208614,-7.3955679,A,X,0.1
-22.204496,-7.3995581,A,X,0.1
-22.156881,-7.4050512,A,X,0.1
-22.163242,-7.4097452,A,X,0.1
-22.092472,-7.4157801,A,X,0.1
-22.099066,-7.4202909,A,X,0.1
-22.085249,-7.4247122,A,X,0.1
-22.08396,-7.4316921,A,X,0.1
-22.045782,-7.4335394,A,X,0.1
-22.055525,-7.4409342,A,X,0.1
-22.005192,-7.4449377,A,X,0.1
-21.98233,-7.4508934,A,X,0.1
-21.936285,-7.455821,A,X,0.1
-21.936565,-7.4606247,A,X,0.1
-21.927858,-7.4659719,A,X,0.1
-21.913166,-7.4707689,A,X,0.1
-21.900635,-7.4757967,A,X,0.1
-21.901773,-7.4807634,A,X,0.1
-21.846981,-7.4854946,A,X,0.1
-21.851204,-7.4904623,A,X,0.1
-21.7927,-7.4957495,A,X,0.1
-21.801785,-7.5015783,A,X,0.1
-21.783949,-7.5054245,A,X,0.1
-21.785503,-7.5111599,A,X,0.1
-21.758112,-7.515151,A,X,0.1
-21.767273,-7.5194769,A,X,0.1
-21.739904,-7.5250235,A,X,0.1
-21.710062,-7.5300922,A,X,0.1
-21.681833,-7.5354271,A,X,0.1
-21.708984,-7.5403137,A,X,0.1
-21.645193,-7.5453339,A,X,0.1
-21.675207,-7.5506639,A,X,0.1
-21.629444,-7.556509,A,X,0.1
-21.63508,-7.5624418,A,X,0.1
-21.61927,-7.5659428,A,X,0.1
-21.619551,-7.5696621,A,X,0.1
-21.593378,-7.5755024,A,X,0.1
-21.600851,-7.5801926,A,X,0.1
-21.57803,-7.5848427,A,X,0.1
-21.583298,-7.5887671,A,X,0.1
-21.56225,-7.5952978,A,X,0.1
-21.574501,-7.6004171,A,X,0.1
-21.530588,-7.6064348,A,X,0.1
-21.546625,-7.6107864,A,X,0.1
-21.492527,-7.6157522,A,X,0.1
-21.518007,-7.6200962,A,X,0.1
-21.489614,-7.623991,A,X,0.1
-21.512518,-7.6293373,A,X,0.1
-21.481989,-7.6356983,A,X,0.1
-21.494226,-7.6401434,A,X,0.1
-21.47891,-7.6464005,A,X,0.1
-21.491316,-7.6514225,A,X,0.1
-21.467552,-7.6556692,A,X,0.1
-21.475649,-7.6616011,A,X,0.1
-21.455282,-7.6668949,A,X,0.1
-21.466928,-7.6705456,A,X,0.1
-21.451288,-7.6756582,A,X,0.1
-21.464487,-7.679822,A,X,0.1
-21.458393,-7.6853361,A,X,0.1
-21.448025,-7.6894245,A,X,0.1
-21.427076,-7.6943865,A,X,0.1
-21.455893,-7.6992483,A,X,0.1
-21.435524,-7.7047215,A,X,0.1
-21.465826,-7.7113047,A,X,0.1
-21.422485,-7.716877,A,X,0.1
-21.455141,-7.7201347,A,X,0.1
-21.439472,-7.7259789,A,X,0.1
-21.461813,-7.7303019,A,X,0.1
-21.43795,-7.7347441,A,X,0.1
-21.463251,-7.7418737,A,X,0.1
-21.429739,-7.7458134,A,X,0.1
-21.440966,-7.7498446,A,X,0.1
-21.450838,-7.7562799,A,X,0.1
-21.477974,-7.7595444,A,X,0.1
-21.462305,-7.7663641,A,X,0.1
-21.491405,-7.7710953,A,X,0.1
-21.473095,-7.7755833,A,X,0.1
-21.523848,-7.7783031,A,X,0.1
-21.560993,-7.7854576,A,X,0.1
-21.627979,-7.7905216,A,X,0.1
-21.620655,-7.7960501,A,X,0.1
-21.7001,-7.7993231,A,X,0.1
-21.722586,-7.8057709,A,X,0.1
-21.782541,-7.8105822,A,X,0.1
-21.788351,-7.8142557,A,X,0.1
-21.90448,-7.8191738,A,X,0.1
-21.941013,-7.8250999,A,X,0.1
-22.03054,-7.8305655,A,X,0.1
-22.06382,-7.8356113,A,X,0.1
-22.144291,-7.8407879,A,X,0.1
-22.196148,-7.8447895,A,X,0.1
-22.243464,-7.8498163,A,X,0.1
-22.307814,-7.8555756,A,X,0.1
-22.377769,-7.8594456,A,X,0.1
-22.417477,-7.8649273,A,X,0.1
-22.50964,-7.8709278,A,X,0.1
-22.536715,-7.8750982,A,X,0.1
-22.634581,-7.8806915,A,X,0.1
-22.676893,-7.8856249,A,X,0.1
-22.708525,-7.891161,A,X,0.1
-22.75042,-7.8952208,A,X,0.1
-22.827574,-7.8996582,A,X,0.1
-22.859776,-7.9040556,A,X,0.1
-22.952656,-7.9091501,A,X,0.1
-22.975866,-7.9150782,A,X,0.1
-23.048615,-7.9187393,A,X,0.1
-23.102858,-7.9256144,A,X,0.1
-23.137857,-7.9293537,A,X,0.1
-23.184097,-7.9344521,A,X,0.1
-23.249102,-7.9392843,A,X,0.1
-23.282757,-7.945179,A,X,0.1
-23.338245,-7.9510298,A,X,0.1
-23.357216,-7.9550953,A,X,0.1
-23.434011,-7.960206,A,X,0.1
-23.449686,-7.9630251,A,X,0.1
-23.540154,-7.9706287,A,X,0.1
-23.5695,-7.9741659,A,X,0.1
-23.630053,-7.9798622,A,X,0.1
-23.662209,-7.9838734,A,X,0.1
-23.736956,-7.9892797,A,X,0.1
-23.761667,-7.9944191,A,X,0.1
-23.839931,-7.9997015,A,X,0.1
-23.861799,-8.0045834,A,X,0.1
-23.912048,-8.0101681,A,X,0.1
-23.96225,-8.0134878,A,X,0.1
-24.039324,-8.0193367,A,X,0.1
-24.043062,-8.0264854,A,X,0.1
-24.086935,-8.0312119,A,X,0.1
-24.106632,-8.034996,A,X,0.1
-24.186676,-8.0407343,A,X,0.1
-24.197018,-8.0449495,A,X,0.1
-24.291172,-8.0501451,A,X,0.1
-24.321583,-8.0553665,A,X,0.1
-24.369726,-8.0599413,A,X,0.1
-24.402941,-8.0644388,A,X,0.1
-24.479198,-8.0692101,A,X,0.1
-24.480942,-8.0744314,A,X,0.1
-24.550543,-8.0803375,A,X,0.1
-24.597441,-8.0857029,A,X,0.1
-24.645111,-8.0890255,A,X,0.1
-24.668022,-8.0946856,A,X,0.1
-24.744898,-8.1009731,A,X,0.1
-24.776062,-8.1054296,A,X,0.1
-24.815802,-8.1097546,A,X,0.1
-24.863775,-8.1143484,A,X,0.1
-24.930416,-8.1205206,A,X,0.1
-24.934391,-8.1242733,A,X,0.1
-25.029343,-8.130125,A,X,0.1
-25.051563,-8.1358967,A,X,0.1
-25.086702,-8.1394949,A,X,0.1
-25.116224,-8.1443996,A,X,0.1
-25.183855,-8.1500006,A,X,0.1
-25.214096,-8.1547203,A,X,0.1
-25.246614,-8.160099,A,X,0.1
-25.299639,-8.16401,A,X,0.1
-25.358381,-8.17033,A,X,0.1
-25.362984,-8.1746817,A,X,0.1
-25.404234,-8.178978,A,X,0.1
-25.439018,-8.1841125,A,X,0.1
-25.501007,-8.1892796,A,X,0.1
-25.522892,-8.1955366,A,X,0.1
-25.531984,-8.1994009,A,X,0.1
-25.596914,-8.2055082,A,X,0.1
-25.641449,-8.210824,A,X,0.1
-25.662483,-8.2146635,A,X,0.1
-25.699114,-8.2203226,A,X,0.1
-25.726765,-8.224844,A,X,0.1
-25.784761,-8.2305984,A,X,0.1
-25.819103,-8.2344122,A,X,0.1
-25.837919,-8.2403555,A,X,0.1
-25.853184,-8.2453279,A,X,0.1
-25.902964,-8.2480326,A,X,0.1
-25.93763,-8.2556677,A,X,0.1
-25.957415,-8.259222,A,X,0.1
-25.990149,-8.2646914,A,X,0.1
-26.006382,-8.2691383,A,X,0.1
-26.041277,-8.2752552,A,X,0.1
-26.097948,-8.2788811,A,X,0.1
-26.12676,-8.2856054,A,X,0.1
-26.139294,-8.2892504,A,X,0.1
-26.14908,-8.2945967,A,X,0.1
-26.184937,-8.2997799,A,X,0.1
-26.22798,-8.3060188,A,X,0.1
-26.257986,-8.3109627,A,X,0.1
-26.265215,-8.3143339,A,X,0.1
-26.298447,-8.3204336,A,X,0.1
-26.320089,-8.3251934,A,X,0.1
-26.360483,-8.3297138,A,X,0.1
-26.40328,-8.3342581,A,X,0.1
-26.429031,-8.3400545,A,X,0.1
-26.434422,-8.3459339,A,X,0.1
-26.44928,-8.3490534,A,X,0.1
-26.482979,-8.3539858,A,X,0.1
-26.54332,-8.3592291,A,X,0.1
-26.565266,-8.3655949,A,X,0.1
-26.582535,-8.3698578,A,X,0.1
-26.592495,-8.374279,A,X,0.1
-26.604959,-8.3795557,A,X,0.1
-26.665302,-8.3852253,A,X,0.1
-26.689043,-8.38976,A,X,0.1
-26.733652,-8.395134,A,X,0.1
-26.740133,-8.3997946,A,X,0.1
-26.773075,-8.4053431,A,X,0.1
-26.78854,-8.4104757,A,X,0.1
-26.848896,-8.4130068,A,X,0.1
-26.87829,-8.4200115,A,X,0.1
-26.894558,-8.4262075,A,X,0.1
-26.8964,-8.4291048,A,X,0.1
-26.948624,-8.4350548,A,X,0.1
-26.952465,-8.4400835,A,X,0.1
-27.021517,-8.4446888,A,X,0.1
-27.026932,-8.4513397,A,X,0.1
-27.038939,-8.4563007,A,X,0.1
-27.036798,-8.4603081,A,X,0.1
-27.099895,-8.4657679,A,X,0.1
-27.105804,-8.4691572,A,X,0.1
-27.165693,-8.4764748,A,X,0.1
-27.160858,-8.4787951,A,X,0.1
-27.189932,-8.4854136,A,X,0.1
-27.190975,-8.4887991,A,X,0.1
-27.243113,-8.4953909,A,X,0.1
-27.247595,-8.4998674,A,X,0.1
-27.285406,-8.5049334,A,X,0.1
-27.301414,-8.5108509,A,X,0.1
-27.33095,-8.5143566,A,X,0.1
-27.337664,-8.5205517,A,X,0.1
-27.34939,-8.5251837,A,X,0.1
-27.342548,-8.5300303,A,X,0.1
-27.377617,-8.5349026,A,X,0.1
-27.386198,-8.539979,A,X,0.1
-27.431028,-8.5449905,A,X,0.1
-27.449078,-8.5489216,A,X,0.1
-27.462433,-8.5547848,A,X,0.1
-27.446709,-8.5589418,A,X,0.1
-27.494955,-8.5638247,A,X,0.1
-27.486704,-8.5702467,A,X,0.1
-27.487322,-8.5734997,A,X,0.1
-27.506279,-8.5804873,A,X,0.1
-27.532261,-8.5846596,A,X,0.1
-27.548946,-8.5906897,A,X,0.1
-27.568813,-8.595542,A,X,0.1
-27.573414,-8.6012936,A,X,0.1
-27.603922,-8.6059122,A,X,0.1
-27.606184,-8.6092958,A,X,0.1
-27.631086,-8.6158218,A,X,0.1
-27.6203,-8.6206465,A,X,0.1
-27.646729,-8.6263094,A,X,0.1
-27.643259,-8.6303577,A,X,0.1
-27.659834,-8.633378,A,X,0.1
-27.652002,-8.6404419,A,X,0.1
-27.682083,-8.6444254,A,X,0.1
-27.669044,-8.6492748,A,X,0.1
-27.710266,-8.6553688,A,X,0.1
-27.699154,-8.6606264,A,X,0.1
-27.727177,-8.6668358,A,X,0.1
-27.719444,-8.6709824,A,X,0.1
-27.759623,-8.675724,A,X,0.1
-27.748684,-8.6804113,A,X,0.1
-27.770294,-8.6857462,A,X,0.1
-27.761839,-8.689889,A,X,0.1
-27.784733,-8.6945152,A,X,0.1
-27.759754,-8.6998615,A,X,0.1
-27.787603,-8.7046347,A,X,0.1
-27.79092,-8.7097034,A,X,0.1
-27.795319,-8.7150478,A,X,0.1
-27.783646,-8.7198381,A,X,0.1
-27.788914,-8.7254372,A,X,0.1
-27.789686,-8.7297392,A,X,0.1
-27.809736,-8.7353735,A,X,0.1
-27.7901,-8.741396,A,X,0.1
-27.827633,-8.7454042,A,X,0.1
-27.810862,-8.7504673,A,X,0.1
-27.848677,-8.7553921,A,X,0.1
-27.822729,-8.760767,A,X,0.1
-27.855724,-8.7651176,A,X,0.1
-27.809511,-8.7696371,A,X,0.1
-27.856625,-8.7761049,A,X,0.1
-27.822508,-8.7788191,A,X,0.1
-27.851767,-8.7848892,A,X,0.1
-27.837416,-8.7896414,A,X,0.1
-27.892818,-8.7956886,A,X,0.1
-27.827021,-8.8002996,A,X,0.1
-27.846582,-8.8043871,A,X,0.1
-27.837128,-8.8099308,A,X,0.1
-27.872421,-8.8150301,A,X,0.1
-27.833307,-8.8202829,A,X,0.1
-27.86791,-8.826026,A,X,0.1
-27.819593,-8.829422,A,X,0.1
-27.86903,-8.8340054,A,X,0.1
-27.823563,-8.8397446,A,X,0.1
-27.864695,-8.8450613,A,X,0.1
-27.834591,-8.8506212,A,X,0.1
-27.825451,-8.8544321,A,X,0.1
-27.809351,-8.8599272,A,X,0.1
-27.835133,-8.8661594,A,X,0.1
-27.790852,-8.8711481,A,X,0.1
-27.787367,-8.8747549,A,X,0.1
-27.779474,-8.8801479,A,X,0.1
-27.793127,-8.8847761,A,X,0.1
-27.782043,-8.8905725,A,X,0.1
-27.793623,-8.8954096,A,X,0.1
-27.774847,-8.9004593,A,X,0.1
-27.785761,-8.9048109,A,X,0.1
-27.776842,-8.9096184,A,X,0.1
-27.791082,-8.9143438,A,X,0.1
-27.764933,-8.9205074,A,X,0.1
-27.781364,-8.9257011,A,X,0.1
-27.73134,-8.9301825,A,X,0.1
-27.763594,-8.9341965,A,X,0.1
-27.737488,-8.9406347,A,X,0.1
-27.736813,-8.9467077,A,X,0.1
-27.692287,-8.9501534,A,X,0.1
-27.706659,-8.9553242,A,X,0.1
-27.647779,-8.9602137,A,X,0.1
-27.671789,-8.9654493,A,X,0.1
-27.648642,-8.9695845,A,X,0.1
-27.646536,-8.9766111,A,X,0.1
-27.643827,-8.9800959,A,X,0.1
-27.650494,-8.9856787,A,X,0.1
-27.643257,-8.9905834,A,X,0.1
-27.636333,-8.9952707,A,X,0.1
-27.602238,-8.9999151,A,X,0.1
-27.626703,-9.0057116,A,X,0.1
-27.5798,-9.0104141,A,X,0.1
-27.576708,-9.0136099,A,X,0.1
-27.518875,-9.0220146,A,X,0.1
-27.526173,-9.026104,A,X,0.1
-27.502169,-9.0301991,A,X,0.1
-27.529861,-9.0349035,A,X,0.1
-27.493208,-9.0399113,A,X,0.1
-27.508566,-9.0461521,A,X,0.1
-27.487719,-9.0495462,A,X,0.1
-27.4904,-9.0544662,A,X,0.1
-27.47365,-9.0598288,A,X,0.1
-27.493383,-9.0666246,A,X,0.1
-27.44393,-9.0700722,A,X,0.1
-27.455297,-9.0737286,A,X,0.1
-27.402643,-9.0795832,A,X,0.1
-27.436766,-9.0840759,A,X,0.1
-27.395178,-9.0890675,A,X,0.1
-27.397184,-9.0954189,A,X,0.1
-27.340702,-9.0991287,A,X,0.1
-27.357702,-9.1049166,A,X,0.1
-27.337507,-9.1104803,A,X,0.1
-27.334873,-9.1153116,A,X,0.1
-27.32818,-9.1212959,A,X,0.1
-27.319992,-9.1242924,A,X,0.1
-27.303705,-9.1307945,A,X,0.1
-27.313549,-9.134551,A,X,0.1
-27.266251,-9.139987,A,X,0.1
-27.294216,-9.1448517,A,X,0.1
-27.226761,-9.1498375,A,X,0.1
-27.260805,-9.1557932,A,X,0.1
-27.207499,-9.1610641,A,X,0.1
-27.202385,-9.1651115,A,X,0.1
-27.19243,-9.1709108,A,X,0.1
-27.190735,-9.1743145,A,X,0.1
-27.173306,-9.1799965,A,X,0.1
-27.189838,-9.1852331,A,X,0.1
-27.160368,-9.1903496,A,X,0.1
-27.163799,-9.1957388,A,X,0.1
-27.138493,-9.2002316,A,X,0.1
-27.156504,-9.2055607,A,X,0.1
-27.098793,-9.2108574,A,X,0.1
-27.117596,-9.215354,A,X,0.1
-27.041264,-9.2193794,A,X,0.1
-27.055918,-9.2250042,A,X,0.1
-27.048914,-9.230545,A,X,0.1
-27.044424,-9.2343111,A,X,0.1
-27.033417,-9.2405176,A,X,0.1
-27.03945,-9.2463217,A,X,0.1
-27.013517,-9.2500982,A,X,0.1
-27.018106,-9.2560701,A,X,0.1
-27.001972,-9.2603464,A,X,0.1
-27.014584,-9.2651434,A,X,0.1
-26.985271,-9.271389,A,X,0.1
-26.991871,-9.2761784,A,X,0.1
-26.948479,-9.2820549,A,X,0.1
-26.979988,-9.2847061,A,X,0.1
-26.920176,-9.2903395,A,X,0.1
-26.923178,-9.295289,A,X,0.1
-26.89003,-9.300334,A,X,0.1
-26.894588,-9.3079033,A,X,0.1
-26.866451,-9.3110828,A,X,0.1
-26.882998,-9.3171673,A,X,0.1
-26.859512,-9.3203764,A,X,0.1
