#SCU1.ForceA.Engineering value [kN],SCU1.Encoder.Engineering value [mm],Design,Direction,Displacement Rate
-26.530062,-16.010099,A,X,0.1
-26.494036,-16.015097,A,X,0.1
-26.495815,-16.019047,A,X,0.1
-26.456701,-16.024702,A,X,0.1
-26.497797,-16.031336,A,X,0.1
-26.46204,-16.03367,A,X,0.1
-26.494619,-16.040934,A,X,0.1
-26.465151,-16.046003,A,X,0.1
-26.47658,-16.050367,A,X,0.1
-26.442888,-16.055958,A,X,0.1
-26.441072,-16.059517,A,X,0.1
-26.442888,-16.064768,A,X,0.1
-26.456026,-16.069759,A,X,0.1
-26.436762,-16.074753,A,X,0.1
-26.431437,-16.08037,A,X,0.1
-26.430824,-16.085178,A,X,0.1
-26.435135,-16.09132,A,X,0.1
-26.420231,-16.095383,A,X,0.1
-26.425789,-16.100758,A,X,0.1
-26.422855,-16.105246,A,X,0.1
-26.414904,-16.110733,A,X,0.1
-26.394808,-16.115755,A,X,0.1
-26.403645,-16.119877,A,X,0.1
-26.387583,-16.125334,A,X,0.1
-26.394638,-16.129433,A,X,0.1
-26.349981,-16.135923,A,X,0.1
-26.37318,-16.142168,A,X,0.1
-26.32361,-16.145327,A,X,0.1
-26.329031,-16.148758,A,X,0.1
-26.331038,-16.154846,A,X,0.1
-26.325113,-16.161156,A,X,0.1
-26.318716,-16.16523,A,X,0.1
-26.31411,-16.170805,A,X,0.1
-26.301285,-16.174171,A,X,0.1
-26.303267,-16.179544,A,X,0.1
-26.289337,-16.185154,A,X,0.1
-26.297123,-16.189585,A,X,0.1
-26.289846,-16.195343,A,X,0.1
-26.281834,-16.20047,A,X,0.1
-26.283926,-16.204964,A,X,0.1
-26.285418,-16.210459,A,X,0.1
-26.268454,-16.215605,A,X,0.1
-26.271923,-16.220348,A,X,0.1
-26.251888,-16.22551,A,X,0.1
-26.269457,-16.229647,A,X,0.1
-26.259033,-16.235722,A,X,0.1
-26.251549,-16.241535,A,X,0.1
-26.246941,-16.245766,A,X,0.1
-26.212605,-16.2505,A,X,0.1
-26.170572,-16.25584,A,X,0.1
-26.182608,-16.260611,A,X,0.1
-26.180351,-16.266016,A,X,0.1
-26.182434,-16.270494,A,X,0.1
-26.169718,-16.275625,A,X,0.1
-26.14274,-16.279924,A,X,0.1
-26.161777,-16.284824,A,X,0.1
-26.161968,-16.290192,A,X,0.1
-26.157028,-16.294304,A,X,0.1
-26.141846,-16.300838,A,X,0.1
-26.145651,-16.305876,A,X,0.1
-26.138983,-16.310398,A,X,0.1
-26.141066,-16.315733,A,X,0.1
-26.12512,-16.320663,A,X,0.1
-26.123573,-16.325872,A,X,0.1
-26.101505,-16.329865,A,X,0.1
-26.111948,-16.335449,A,X,0.1
-26.11158,-16.339478,A,X,0.1
-26.109529,-16.346001,A,X,0.1
-26.125961,-16.349333,A,X,0.1
-26.104092,-16.356239,A,X,0.1
-26.091099,-16.359892,A,X,0.1
-26.099314,-16.365658,A,X,0.1
-26.077875,-16.37034,A,X,0.1
-26.065874,-16.3755,A,X,0.1
-26.051136,-16.380608,A,X,0.1
-26.081104,-16.384624,A,X,0.1
-26.056252,-16.390354,A,X,0.1
-26.054895,-16.39579,A,X,0.1
-26.036261,-16.400709,A,X,0.1
-26.016361,-16.405636,A,X,0.1
-25.998531,-16.410938,A,X,0.1
-26.01461,-16.41456,A,X,0.1
-26.013258,-16.421093,A,X,0.1
-26.020029,-16.426262,A,X,0.1
-25.996641,-16.430141,A,X,0.1
-25.996264,-16.435259,A,X,0.1
-25.996502,-16.440416,A,X,0.1
-26.002829,-16.445663,A,X,0.1
-25.985298,-16.450705,A,X,0.1
-25.998949,-16.455029,A,X,0.1
-25.98674,-16.460388,A,X,0.1
-25.994162,-16.466696,A,X,0.1
-25.97822,-16.470036,A,X,0.1
-25.991144,-16.474033,A,X,0.1
-25.99235,-16.481474,A,X,0.1
-25.992193,-16.485901,A,X,0.1
-25.983717,-16.490059,A,X,0.1
-25.999966,-16.496651,A,X,0.1
-25.957935,-16.500126,A,X,0.1
-25.983025,-16.50456,A,X,0.1
-25.959192,-16.510736,A,X,0.1
-25.9858,-16.516127,A,X,0.1
-25.965559,-16.519152,A,X,0.1
-25.967358,-16.524054,A,X,0.1
-25.962458,-16.531065,A,X,0.1
-25.973198,-16.534626,A,X,0.1
-25.957888,-16.540182,A,X,0.1
-25.972921,-16.545893,A,X,0.1
-25.950941,-16.550634,A,X,0.1
-25.969051,-16.555952,A,X,0.1
-25.938494,-16.559614,A,X,0.1
-25.97249,-16.565117,A,X,0.1
-25.944578,-16.57115,A,X,0.1
-25.961491,-16.575533,A,X,0.1
-25.93774,-16.579929,A,X,0.1
-25.967833,-16.584976,A,X,0.1
-25.946457,-16.590574,A,X,0.1
-25.95904,-16.595743,A,X,0.1
-25.940588,-16.599485,A,X,0.1
-25.959753,-16.605154,A,X,0.1
-25.917919,-16.61064,A,X,0.1
-25.946182,-16.616516,A,X,0.1
-25.912981,-16.620319,A,X,0.1
-25.951956,-16.625101,A,X,0.1
-25.914114,-16.630836,A,X,0.1
-25.95248,-16.634705,A,X,0.1
-25.914467,-16.641016,A,X,0.1
-25.944887,-16.646351,A,X,0.1
-25.904131,-16.650225,A,X,0.1
-25.92804,-16.653936,A,X,0.1
-25.901712,-16.659925,A,X,0.1
-25.907415,-16.664631,A,X,0.1
-25.876442,-16.670383,A,X,0.1
-25.911949,-16.676561,A,X,0.1
-25.86978,-16.680002,A,X,0.1
-25.905357,-16.684732,A,X,0.1
-25.850803,-16.689472,A,X,0.1
-25.859612,-16.694832,A,X,0.1
-25.855404,-16.698994,A,X,0.1
-25.894009,-16.70524,A,X,0.1
-25.838772,-16.708611,A,X,0.1
-25.88308,-16.714808,A,X,0.1
-25.834929,-16.721638,A,X,0.1
-25.868267,-16.72629,A,X,0.1
-25.858665,-16.730421,A,X,0.1
-25.841373,-16.73665,A,X,0.1
-25.829906,-16.741249,A,X,0.1
-25.834719,-16.743906,A,X,0.1
-25.826635,-16.751976,A,X,0.1
-25.835741,-16.754663,A,X,0.1
-25.819113,-16.760019,A,X,0.1
-25.840111,-16.765886,A,X,0.1
-25.819387,-16.770494,A,X,0.1
-25.831539,-16.775383,A,X,0.1
-25.811811,-16.77985,A,X,0.1
-25.825623,-16.785797,A,X,0.1
-25.789608,-16.792253,A,X,0.1
-25.791002,-16.795067,A,X,0.1
-25.779619,-16.800392,A,X,0.1
-25.807829,-16.804049,A,X,0.1
-25.729736,-16.809931,A,X,0.1
-25.780085,-16.814978,A,X,0.1
-25.711134,-16.819582,A,X,0.1
-25.762194,-16.825388,A,X,0.1
-25.703304,-16.829958,A,X,0.1
-25.729956,-16.835649,A,X,0.1
-25.693201,-16.84058,A,X,0.1
-25.71517,-16.846344,A,X,0.1
-25.694416,-16.850151,A,X,0.1
-25.688665,-16.855648,A,X,0.1
-25.683495,-16.860477,A,X,0.1
-25.694424,-16.866314,A,X,0.1
-25.664421,-16.871174,A,X,0.1
-25.676128,-16.875645,A,X,0.1
-25.662874,-16.88068,A,X,0.1
-25.662104,-16.884348,A,X,0.1
-25.630432,-16.890102,A,X,0.1
-25.638716,-16.89506,A,X,0.1
-25.59293,-16.89871,A,X,0.1
-25.638914,-16.903811,A,X,0.1
-25.617474,-16.908901,A,X,0.1
-25.608526,-16.914701,A,X,0.1
-25.560343,-16.920303,A,X,0.1
-25.54921,-16.925739,A,X,0.1
-25.539328,-16.93099,A,X,0.1
-25.537525,-16.934519,A,X,0.1
-25.530699,-16.939739,A,X,0.1
-25.528255,-16.945192,A,X,0.1
-25.493826,-16.949814,A,X,0.1
-25.511251,-16.957304,A,X,0.1
-25.490702,-16.961649,A,X,0.1
-25.482397,-16.965916,A,X,0.1
-25.427326,-16.971455,A,X,0.1
-25.44445,-16.975426,A,X,0.1
-25.39006,-16.980783,A,X,0.1
-25.404587,-16.985981,A,X,0.1
-25.392323,-16.990194,A,X,0.1
-25.390427,-16.994728,A,X,0.1
-25.373421,-17.000273,A,X,0.1
-25.383171,-17.005398,A,X,0.1
-25.36833,-17.009342,A,X,0.1
-25.364504,-17.014858,A,X,0.1
-25.354414,-17.019915,A,X,0.1
-25.365667,-17.026159,A,X,0.1
-25.326262,-17.031506,A,X,0.1
-25.32548,-17.035786,A,X,0.1
-25.290873,-17.041262,A,X,0.1
-25.281073,-17.047119,A,X,0.1
-25.252275,-17.0501,A,X,0.1
-25.240597,-17.055576,A,X,0.1
-25.246552,-17.060797,A,X,0.1
-25.245424,-17.065739,A,X,0.1
-25.227156,-17.071119,A,X,0.1
-25.235012,-17.075491,A,X,0.1
-25.226927,-17.080832,A,X,0.1
-25.225155,-17.086735,A,X,0.1
-25.204576,-17.089893,A,X,0.1
-25.20492,-17.096626,A,X,0.1
-25.158968,-17.099512,A,X,0.1
-25.173607,-17.105434,A,X,0.1
-25.161175,-17.110479,A,X,0.1
-25.14472,-17.114429,A,X,0.1
-25.13271,-17.119287,A,X,0.1
-25.125376,-17.125097,A,X,0.1
-25.091618,-17.130787,A,X,0.1
-25.090576,-17.134884,A,X,0.1
-25.090422,-17.139992,A,X,0.1
-25.089117,-17.144938,A,X,0.1
-25.083942,-17.150646,A,X,0.1
-25.070509,-17.15514,A,X,0.1
-25.050116,-17.16028,A,X,0.1
-25.059563,-17.166113,A,X,0.1
-25.050787,-17.169598,A,X,0.1
-25.020519,-17.176058,A,X,0.1
-25.015255,-17.180758,A,X,0.1
-24.968231,-17.185339,A,X,0.1
-24.94421,-17.191761,A,X,0.1
-24.941427,-17.196741,A,X,0.1
-24.943924,-17.200085,A,X,0.1
-24.952944,-17.205246,A,X,0.1
-24.946857,-17.210461,A,X,0.1
-24.934782,-17.215868,A,X,0.1
-24.938269,-17.21909,A,X,0.1
-24.919735,-17.223398,A,X,0.1
-24.926039,-17.229109,A,X,0.1
-24.912832,-17.235714,A,X,0.1
-24.923744,-17.24032,A,X,0.1
-24.9133,-17.245199,A,X,0.1
-24.910521,-17.25037,A,X,0.1
-24.868425,-17.25568,A,X,0.1
-24.865824,-17.260183,A,X,0.1
-24.86632,-17.266411,A,X,0.1
-24.882736,-17.268984,A,X,0.1
-24.810955,-17.275694,A,X,0.1
-24.811007,-17.279388,A,X,0.1
-24.798302,-17.285198,A,X,0.1
-24.815701,-17.289097,A,X,0.1
-24.798311,-17.294847,A,X,0.1
-24.796997,-17.299212,A,X,0.1
-24.793219,-17.305492,A,X,0.1
-24.782942,-17.310272,A,X,0.1
-24.773272,-17.314568,A,X,0.1
-24.782787,-17.320774,A,X,0.1
-24.772472,-17.324617,A,X,0.1
-24.796522,-17.328876,A,X,0.1
-24.789148,-17.333387,A,X,0.1
-24.781483,-17.340189,A,X,0.1
-24.744864,-17.345234,A,X,0.1
-24.756308,-17.351751,A,X,0.1
-24.718931,-17.353895,A,X,0.1
-24.739397,-17.361053,A,X,0.1
-24.704447,-17.364464,A,X,0.1
-24.725925,-17.369637,A,X,0.1
-24.674425,-17.374159,A,X,0.1
-24.707151,-17.381435,A,X,0.1
-24.647703,-17.386808,A,X,0.1
-24.692995,-17.390417,A,X,0.1
-24.668278,-17.395996,A,X,0.1
-24.685808,-17.399555,A,X,0.1
-24.66127,-17.405661,A,X,0.1
-24.655001,-17.411041,A,X,0.1
-24.636911,-17.414377,A,X,0.1
-24.652597,-17.421049,A,X,0.1
-24.632069,-17.426054,A,X,0.1
-24.6499,-17.429604,A,X,0.1
-24.634953,-17.435173,A,X,0.1
-24.637238,-17.438568,A,X,0.1
-24.629562,-17.444864,A,X,0.1
-24.642008,-17.450531,A,X,0.1
-24.62162,-17.455311,A,X,0.1
-24.638983,-17.460299,A,X,0.1
-24.633776,-17.464426,A,X,0.1
-24.654573,-17.469749,A,X,0.1
-24.642315,-17.475584,A,X,0.1
-24.637699,-17.480761,A,X,0.1
-24.625538,-17.485344,A,X,0.1
-24.631937,-17.490665,A,X,0.1
-24.601509,-17.494436,A,X,0.1
-24.636587,-17.500134,A,X,0.1
-24.616213,-17.505718,A,X,0.1
-24.630478,-17.510645,A,X,0.1
-24.590406,-17.514172,A,X,0.1
-24.618509,-17.518187,A,X,0.1
-24.598513,-17.526026,A,X,0.1
-24.608643,-17.531351,A,X,0.1
-24.599749,-17.535437,A,X,0.1
-24.610493,-17.53861,A,X,0.1
-24.573011,-17.544373,A,X,0.1
-24.6138,-17.551165,A,X,0.1
-24.599108,-17.555449,A,X,0.1
-24.607412,-17.560389,A,X,0.1
-24.594906,-17.565569,A,X,0.1
-24.602661,-17.569046,A,X,0.1
-24.574453,-17.575668,A,X,0.1
-24.60747,-17.58008,A,X,0.1
-24.588694,-17.585108,A,X,0.1
-24.616489,-17.590481,A,X,0.1
-24.571926,-17.594763,A,X,0.1
-24.616121,-17.600586,A,X,0.1
-24.60697,-17.607162,A,X,0.1
-24.619724,-17.610867,A,X,0.1
-24.599693,-17.614799,A,X,0.1
-24.605595,-17.622267,A,X,0.1
-24.582026,-17.625257,A,X,0.1
-24.602102,-17.629093,A,X,0.1
-24.581758,-17.635527,A,X,0.1
-24.594563,-17.640705,A,X,0.1
-24.591679,-17.64489,A,X,0.1
-24.600088,-17.65099,A,X,0.1
-24.545078,-17.654303,A,X,0.1
-24.594538,-17.659792,A,X,0.1
-24.561098,-17.664598,A,X,0.1
-24.614557,-17.670717,A,X,0.1
-24.563141,-17.676359,A,X,0.1
-24.580254,-17.680372,A,X,0.1
-24.55134,-17.685894,A,X,0.1
-24.587284,-17.691139,A,X,0.1
-24.552681,-17.69451,A,X,0.1
-24.590714,-17.699642,A,X,0.1
-24.577765,-17.704708,A,X,0.1
-24.604099,-17.70989,A,X,0.1
-24.540167,-17.715685,A,X,0.1
-24.593836,-17.721657,A,X,0.1
-24.574669,-17.724812,A,X,0.1
-24.6001,-17.730177,A,X,0.1
-24.579748,-17.73674,A,X,0.1
-24.590597,-17.741436,A,X,0.1
-24.573637,-17.745939,A,X,0.1
-24.583649,-17.750107,A,X,0.1
-24.571112,-17.754877,A,X,0.1
-24.592751,-17.759336,A,X,0.1
-24.578234,-17.764688,A,X,0.1
-24.582317,-17.769505,A,X,0.1
-24.572069,-17.77429,A,X,0.1
-24.597828,-17.780165,A,X,0.1
-24.583378,-17.785007,A,X,0.1
-24.59499,-17.790247,A,X,0.1
-24.562128,-17.795383,A,X,0.1
-24.584795,-17.80093,A,X,0.1
-24.557215,-17.806612,A,X,0.1
-24.580942,-17.809958,A,X,0.1
-24.561396,-17.815111,A,X,0.1
-24.572277,-17.820602,A,X,0.1
-24.566,-17.826164,A,X,0.1
-24.585909,-17.831121,A,X,0.1
-24.567364,-17.833811,A,X,0.1
-24.579071,-17.840586,A,X,0.1
-24.569292,-17.845499,A,X,0.1
-24.577003,-17.851067,A,X,0.1
-24.549616,-17.854084,A,X,0.1
-24.549107,-17.8603,A,X,0.1
-24.516642,-17.86491,A,X,0.1
-24.544924,-17.868847,A,X,0.1
-24.553631,-17.875814,A,X,0.1
-24.572781,-17.880331,A,X,0.1
-24.570442,-17.884787,A,X,0.1
-24.589962,-17.890768,A,X,0.1
-24.55345,-17.894552,A,X,0.1
-24.531612,-17.899347,A,X,0.1
-24.555471,-17.905193,A,X,0.1
-24.53606,-17.90983,A,X,0.1
-24.529398,-17.914703,A,X,0.1
-24.565527,-17.920452,A,X,0.1
-24.527805,-17.925798,A,X,0.1
-24.533749,-17.931475,A,X,0.1
-24.517979,-17.936594,A,X,0.1
-24.523474,-17.941664,A,X,0.1
-24.516487,-17.94471,A,X,0.1
-24.499132,-17.950788,A,X,0.1
-24.525038,-17.954084,A,X,0.1
-24.503826,-17.960953,A,X,0.1
-24.50017,-17.964369,A,X,0.1
-24.52014,-17.970264,A,X,0.1
-24.502314,-17.975975,A,X,0.1
-24.495684,-17.98056,A,X,0.1
-24.488842,-17.985397,A,X,0.1
-24.495718,-17.989098,A,X,0.1
-24.5084,-17.996786,A,X,0.1
-24.496626,-18.001574,A,X,0.1
-24.491362,-18.005941,A,X,0.1
-24.494799,-18.009703,A,X,0.1
-24.493706,-18.014578,A,X,0.1
-24.488707,-18.019358,A,X,0.1
-24.486469,-18.025267,A,X,0.1
-24.490513,-18.030582,A,X,0.1
-24.488503,-18.034502,A,X,0.1
-24.473644,-18.039984,A,X,0.1
-24.480337,-18.044176,A,X,0.1
-24.481318,-18.050415,A,X,0.1
-24.473791,-18.055346,A,X,0.1
-24.476931,-18.061108,A,X,0.1
-24.463301,-18.064564,A,X,0.1
-24.461462,-18.068092,A,X,0.1
-24.471697,-18.075686,A,X,0.1
-24.461,-18.079727,A,X,0.1
-24.466751,-18.084875,A,X,0.1
-24.427055,-18.090885,A,X,0.1
-24.468922,-18.095219,A,X,0.1
-24.417288,-18.101391,A,X,0.1
-24.425776,-18.105133,A,X,0.1
-24.436796,-18.108791,A,X,0.1
-24.423944,-18.11479,A,X,0.1
-24.391924,-18.119509,A,X,0.1
-24.429178,-18.124905,A,X,0.1
-24.393131,-18.129978,A,X,0.1
-24.400534,-18.135757,A,X,0.1
-24.358198,-18.140396,A,X,0.1
-24.36755,-18.144913,A,X,0.1
-24.340609,-18.151457,A,X,0.1
-24.345207,-18.15667,A,X,0.1
-24.332808,-18.160831,A,X,0.1
-24.361769,-18.16507,A,X,0.1
-24.336012,-18.171421,A,X,0.1
-24.335989,-18.174732,A,X,0.1
-24.324802,-18.179716,A,X,0.1
-24.327089,-18.185488,A,X,0.1
-24.313931,-18.190762,A,X,0.1
-24.307838,-18.196234,A,X,0.1
-24.292376,-18.200909,A,X,0.1
-24.297226,-18.204903,A,X,0.1
-24.264565,-18.209522,A,X,0.1
-24.255142,-18.215431,A,X,0.1
-24.208014,-18.219189,A,X,0.1
-24.23024,-18.223682,A,X,0.1
-24.225904,-18.229889,A,X,0.1
-24.193695,-18.235912,A,X,0.1
-24.191071,-18.239744,A,X,0.1
-24.195719,-18.245811,A,X,0.1
-24.176243,-18.252144,A,X,0.1
-24.177975,-18.255093,A,X,0.1
-24.147739,-18.258863,A,X,0.1
-24.159094,-18.265188,A,X,0.1
-24.136604,-18.270096,A,X,0.1
-24.13134,-18.274721,A,X,0.1
-24.086546,-18.279081,A,X,0.1
-24.12085,-18.2861,A,X,0.1
-24.049711,-18.289646,A,X,0.1
-24.052521,-18.294977,A,X,0.1
-24.032509,-18.299404,A,X,0.1
-24.03373,-18.305779,A,X,0.1
-23.999451,-18.311783,A,X,0.1
-23.979237,-18.316147,A,X,0.1
-23.967752,-18.321472,A,X,0.1
-23.985086,-18.324713,A,X,0.1
-23.927811,-18.32946,A,X,0.1
-23.92972,-18.335449,A,X,0.1
-23.906874,-18.33979,A,X,0.1
-23.909685,-18.344995,A,X,0.1
-23.882017,-18.349209,A,X,0.1
-23.882317,-18.35457,A,X,0.1
-23.857996,-18.360415,A,X,0.1
-23.854582,-18.365515,A,X,0.1
-23.826349,-18.369001,A,X,0.1
-23.812662,-18.37401,A,X,0.1
-23.738596,-18.380159,A,X,0.1
-23.748535,-18.385576,A,X,0.1
-23.73876,-18.390203,A,X,0.1
-23.725401,-18.39395,A,X,0.1
-23.683659,-18.398525,A,X,0.1
-23.677126,-18.40563,A,X,0.1
-23.597811,-18.411022,A,X,0.1
-23.593876,-18.415928,A,X,0.1
-23.571177,-18.420687,A,X,0.1
-23.557512,-18.425032,A,X,0.1
-23.506901,-18.431307,A,X,0.1
-23.489481,-18.435429,A,X,0.1
-23.429514,-18.440067,A,X,0.1
-23.442755,-18.44565,A,X,0.1
-23.39278,-18.449095,A,X,0.1
-23.406282,-18.454874,A,X,0.1
-23.321949,-18.459867,A,X,0.1
-23.284525,-18.465557,A,X,0.1
-23.26156,-18.468643,A,X,0.1
-23.250338,-18.475973,A,X,0.1
-23.160032,-18.478468,A,X,0.1
-23.177919,-18.485888,A,X,0.1
-23.13048,-18.489307,A,X,0.1
-23.107275,-18.49692,A,X,0.1
-23.027021,-18.501026,A,X,0.1
-23.009336,-18.503595,A,X,0.1
-22.977245,-18.510387,A,X,0.1
-22.969042,-18.515968,A,X,0.1
-22.876104,-18.521044,A,X,0.1
-22.89377,-18.525528,A,X,0.1
-22.829582,-18.529678,A,X,0.1
-22.819498,-18.535442,A,X,0.1
-22.756989,-18.54044,A,X,0.1
-22.72904,-18.545292,A,X,0.1
-22.680925,-18.54969,A,X,0.1
-22.668308,-18.555407,A,X,0.1
-22.624079,-18.560379,A,X,0.1
-22.574656,-18.566229,A,X,0.1
-22.53256,-18.568882,A,X,0.1
-22.528822,-18.576338,A,X,0.1
-22.473427,-18.580956,A,X,0.1
-22.43998,-18.585712,A,X,0.1
-22.376318,-18.591215,A,X,0.1
-22.380844,-18.593832,A,X,0.1
-22.350714,-18.600727,A,X,0.1
-22.31777,-18.604925,A,X,0.1
-22.241987,-18.610411,A,X,0.1
-22.239202,-18.614876,A,X,0.1
-22.191824,-18.62112,A,X,0.1
-22.183134,-18.625896,A,X,0.1
-22.119644,-18.631489,A,X,0.1
-22.088974,-18.635603,A,X,0.1
-22.070082,-18.640144,A,X,0.1
-22.062439,-18.645809,A,X,0.1
-21.99387,-18.650812,A,X,0.1
-21.994503,-18.656902,A,X,0.1
-21.929653,-18.659319,A,X,0.1
-21.933895,-18.664614,A,X,0.1
-21.913021,-18.671566,A,X,0.1
-21.883331,-18.676441,A,X,0.1
-21.812939,-18.678389,A,X,0.1
-21.832687,-18.686678,A,X,0.1
-21.772745,-18.690714,A,X,0.1
-21.762869,-18.695765,A,X,0.1
-21.720152,-18.700577,A,X,0.1
-21.697805,-18.705956,A,X,0.1
-21.656427,-18.710953,A,X,0.1
-21.642639,-18.714872,A,X,0.1
-21.622055,-18.720709,A,X,0.1
-21.615259,-18.725821,A,X,0.1
-21.585461,-18.729986,A,X,0.1
-21.54987,-18.735596,A,X,0.1
-21.523218,-18.740894,A,X,0.1
-21.491295,-18.747076,A,X,0.1
-21.484634,-18.751677,A,X,0.1
-21.467552,-18.755898,A,X,0.1
-21.459518,-18.759493,A,X,0.1
-21.457296,-18.765593,A,X,0.1
-21.423075,-18.771687,A,X,0.1
-21.39027,-18.775724,A,X,0.1
-21.348749,-18.780838,A,X,0.1
-21.354477,-18.786156,A,X,0.1
-21.337254,-18.790133,A,X,0.1
-21.318169,-18.795767,A,X,0.1
-21.314903,-18.800097,A,X,0.1
-21.309372,-18.806705,A,X,0.1
-21.290436,-18.810551,A,X,0.1
-21.2742,-18.815388,A,X,0.1
-21.259928,-18.820765,A,X,0.1
-21.248848,-18.826025,A,X,0.1
-21.21726,-18.83058,A,X,0.1
-21.198965,-18.834969,A,X,0.1
-21.223572,-18.839069,A,X,0.1
-21.193426,-18.845367,A,X,0.1
-21.199974,-18.850159,A,X,0.1
-21.177437,-18.856918,A,X,0.1
-21.187969,-18.860102,A,X,0.1
-21.175081,-18.864874,A,X,0.1
-21.178707,-18.870434,A,X,0.1
-21.149,-18.875885,A,X,0.1
-21.146788,-18.881708,A,X,0.1
-21.156954,-18.885944,A,X,0.1
-21.173229,-18.890612,A,X,0.1
-21.159374,-18.894245,A,X,0.1
-21.174364,-18.901155,A,X,0.1
-21.157871,-18.904095,A,X,0.1
-21.164213,-18.910389,A,X,0.1
-21.154188,-18.91568,A,X,0.1
-21.170811,-18.921389,A,X,0.1
-21.170759,-18.924967,A,X,0.1
-21.167492,-18.929918,A,X,0.1
-21.163118,-18.934422,A,X,0.1
-21.189032,-18.939022,A,X,0.1
-21.185097,-18.94556,A,X,0.1
-21.181101,-18.950159,A,X,0.1
-21.169769,-18.957039,A,X,0.1
-21.19866,-18.95907,A,X,0.1
-21.209667,-18.965933,A,X,0.1
-21.248096,-18.971701,A,X,0.1
-21.245192,-18.975355,A,X,0.1
-21.257145,-18.980354,A,X,0.1
-21.302935,-18.985046,A,X,0.1
-21.339489,-18.989162,A,X,0.1
-21.338026,-18.994387,A,X,0.1
-21.412092,-19.001471,A,X,0.1
-21.426516,-19.005198,A,X,0.1
-21.483099,-19.010757,A,X,0.1
-21.500677,-19.013512,A,X,0.1
-21.601088,-19.019121,A,X,0.1
-21.6276,-19.025053,A,X,0.1
-21.677656,-19.029686,A,X,0.1
-21.727905,-19.035191,A,X,0.1
-21.793436,-19.040676,A,X,0.1
-21.808943,-19.044582,A,X,0.1
-21.926477,-19.051563,A,X,0.1
-21.937824,-19.055008,A,X,0.1
-22.017393,-19.060146,A,X,0.1
-22.067987,-19.065262,A,X,0.1
-22.133358,-19.070078,A,X,0.1
-22.185465,-19.074381,A,X,0.1
-22.243284,-19.081003,A,X,0.1
-22.308426,-19.085325,A,X,0.1
-22.391203,-19.090572,A,X,0.1
-22.414583,-19.095064,A,X,0.1
-22.513197,-19.100025,A,X,0.1
-22.536652,-19.106304,A,X,0.1
-22.643036,-19.11027,A,X,0.1
-22.66304,-19.114079,A,X,0.1
-22.717068,-19.11894,A,X,0.1
-22.764837,-19.124281,A,X,0.1
-22.845692,-19.128397,A,X,0.1
-22.867125,-19.135155,A,X,0.1
-22.957924,-19.139595,A,X,0.1
-22.983496,-19.145311,A,X,0.1
-23.076233,-19.152275,A,X,0.1
-23.119333,-19.155642,A,X,0.1
-23.151663,-19.158501,A,X,0.1
-23.199183,-19.16474,A,X,0.1
-23.278858,-19.169704,A,X,0.1
-23.288597,-19.174719,A,X,0.1
-23.36208,-19.178959,A,X,0.1
-23.395145,-19.184645,A,X,0.1
-23.449385,-19.189489,A,X,0.1
-23.470337,-19.195332,A,X,0.1
-23.550476,-19.198759,A,X,0.1
-23.579697,-19.205847,A,X,0.1
-23.620625,-19.20977,A,X,0.1
-23.622763,-19.215164,A,X,0.1
-23.712902,-19.219753,A,X,0.1
-23.740435,-19.226177,A,X,0.1
-23.832674,-19.230618,A,X,0.1
-23.844128,-19.235422,A,X,0.1
-23.893961,-19.239769,A,X,0.1
-23.903069,-19.246082,A,X,0.1
-24.005686,-19.248108,A,X,0.1
-24.014044,-19.252981,A,X,0.1
-24.06518,-19.259333,A,X,0.1
-24.101307,-19.26515,A,X,0.1
-24.167585,-19.270132,A,X,0.1
-24.184376,-19.275707,A,X,0.1
-24.239513,-19.279478,A,X,0.1
-24.27706,-19.284397,A,X,0.1
-24.345512,-19.290499,A,X,0.1
-24.342976,-19.294071,A,X,0.1
-24.403992,-19.299555,A,X,0.1
-24.448942,-19.304167,A,X,0.1
-24.497715,-19.310415,A,X,0.1
-24.503967,-19.315212,A,X,0.1
-24.594803,-19.319088,A,X,0.1
-24.614462,-19.32456,A,X,0.1
-24.640585,-19.331139,A,X,0.1
-24.661835,-19.335222,A,X,0.1
-24.747107,-19.339359,A,X,0.1
-24.770739,-19.34569,A,X,0.1
-24.793579,-19.350632,A,X,0.1
-24.843924,-19.354315,A,X,0.1
-24.906013,-19.359718,A,X,0.1
-24.9303,-19.36482,A,X,0.1
-24.977072,-19.368589,A,X,0.1
-25.006096,-19.373814,A,X,0.1
-25.051401,-19.37879,A,X,0.1
-25.081638,-19.383623,A,X,0.1
-25.162571,-19.389933,A,X,0.1
-25.154779,-19.394463,A,X,0.1
-25.219992,-19.399918,A,X,0.1
-25.239048,-19.405363,A,X,0.1
-25.277821,-19.410336,A,X,0.1
-25.33893,-19.415354,A,X,0.1
-25.361998,-19.420128,A,X,0.1
-25.379387,-19.425312,A,X,0.1
-25.413452,-19.431236,A,X,0.1
-25.473108,-19.435215,A,X,0.1
-25.494423,-19.440916,A,X,0.1
-25.527317,-19.44553,A,X,0.1
-25.538403,-19.448532,A,X,0.1
-25.61305,-19.45565,A,X,0.1
-25.640091,-19.459703,A,X,0.1
-25.676222,-19.464731,A,X,0.1
-25.689869,-19.468918,A,X,0.1
-25.70381,-19.473656,A,X,0.1
-25.7652,-19.480227,A,X,0.1
-25.815838,-19.48588,A,X,0.1
-25.835962,-19.489399,A,X,0.1
