,Force,Displacement,Design,Direction,Displacement Rate
15936,-0.31259894,-3.2424927e-05,A,Y,1.8
15937,-0.33749586,-0.0011806488,A,Y,1.8
15938,-0.31767356,0.0007610321,A,Y,1.8
15939,-0.31971949,0.00088500977,A,Y,1.8
15940,-0.3053599,2.2888184e-05,A,Y,1.8
15941,-0.31983751,0.00045585632,A,Y,1.8
15942,-0.33208406,0.0,A,Y,1.8
15943,-0.35530061,-0.00035095215,A,Y,1.8
15944,-0.30635488,0.00025749207,A,Y,1.8
15945,-0.3299675,0.00046157837,A,Y,1.8
15946,-0.31284827,0.00072288513,A,Y,1.8
15947,-0.34271747,0.00075340271,A,Y,1.8
15948,-0.30319601,-0.00033378601,A,Y,1.8
15949,-0.31169236,0.00074768066,A,Y,1.8
15950,-0.31430602,-0.00068473816,A,Y,1.8
15951,-0.33104086,0.00087165833,A,Y,1.8
15952,-0.31933165,-0.0003528595,A,Y,1.8
15953,-0.32192063,-0.0002822876,A,Y,1.8
15954,-0.3024717,0.0010452271,A,Y,1.8
15955,-0.35307485,-0.0010738373,A,Y,1.8
15956,-0.31328094,0.00032615662,A,Y,1.8
15957,-0.32845181,-0.00016975403,A,Y,1.8
15958,-0.30151182,0.00067138672,A,Y,1.8
15959,-0.35009569,-0.00036811829,A,Y,1.8
15960,-0.31275266,0.00022888184,A,Y,1.8
15961,-0.31911385,0.00016975403,A,Y,1.8
15962,-0.2958473,0.00095939636,A,Y,1.8
15963,-0.33085811,-0.0009727478,A,Y,1.8
15964,-0.3266505,-0.00029945374,A,Y,1.8
15965,-0.32089615,-0.0002040863,A,Y,1.8
15966,-0.30722833,0.00057220459,A,Y,1.8
15967,-0.32294339,-2.2888184e-05,A,Y,1.8
15968,-0.30930585,8.392334e-05,A,Y,1.8
15969,-0.32408828,-0.00017738342,A,Y,1.8
15970,-0.30086213,0.00016212463,A,Y,1.8
15971,-0.35200769,0.00065612793,A,Y,1.8
15972,-0.31468099,5.1498413e-05,A,Y,1.8
15973,-0.33754277,-0.00016021729,A,Y,1.8
15974,-0.30354816,-0.00039863586,A,Y,1.8
15975,-0.33710414,9.5367432e-05,A,Y,1.8
15976,-0.30340773,0.00028800964,A,Y,1.8
15977,-0.32319427,-0.00052452087,A,Y,1.8
15978,-0.31218064,0.00047111511,A,Y,1.8
15979,-0.31129444,-0.00065994263,A,Y,1.8
15980,-0.30919182,-0.00012969971,A,Y,1.8
15981,-0.33636653,0.00010299683,A,Y,1.8
15982,-0.3164922,-1.335144e-05,A,Y,1.8
15983,-0.32721239,-0.00063514709,A,Y,1.8
15984,-0.30955118,0.00048065186,A,Y,1.8
15985,-0.33881128,-0.00045967102,A,Y,1.8
15986,-0.30937195,0.00031852722,A,Y,1.8
15987,-0.33685535,-0.00045585632,A,Y,1.8
15988,-0.32027525,0.00020599365,A,Y,1.8
15989,-0.34948224,-0.00040054321,A,Y,1.8
15990,-0.31372941,0.00093078613,A,Y,1.8
15991,-0.32593715,-0.00076293945,A,Y,1.8
15992,-0.30907071,0.00052452087,A,Y,1.8
15993,-0.33139521,0.00045967102,A,Y,1.8
15994,-0.31071812,-0.00043106079,A,Y,1.8
15995,-0.33019423,-7.0571899e-05,A,Y,1.8
15996,-0.31869644,7.0571899e-05,A,Y,1.8
15997,-0.33760566,-3.8146973e-06,A,Y,1.8
15998,-0.307347,0.00034332275,A,Y,1.8
15999,-0.33190733,8.7738037e-05,A,Y,1.8
16000,-0.32378805,0.0012073517,A,Y,1.8
16001,-0.3297835,-0.00058364868,A,Y,1.8
16002,-0.3055501,0.0005645752,A,Y,1.8
16003,-0.34591281,-0.00020980835,A,Y,1.8
16004,-0.29559135,-0.0002822876,A,Y,1.8
16005,-0.31871873,0.00052261353,A,Y,1.8
16006,-0.30093378,0.00042915344,A,Y,1.8
16007,-0.32992935,-8.5830688e-05,A,Y,1.8
16008,-0.31052274,-0.00073623657,A,Y,1.8
16009,-0.32060915,-0.0002784729,A,Y,1.8
16010,-0.30449474,0.00081634521,A,Y,1.8
16011,-0.3176322,-7.4386597e-05,A,Y,1.8
16012,-0.31048661,-0.00038146973,A,Y,1.8
16013,-0.34266156,0.00066566467,A,Y,1.8
16014,-0.31194615,-3.6239624e-05,A,Y,1.8
16015,-0.33027655,0.0012664795,A,Y,1.8
16016,-0.3154307,7.4386597e-05,A,Y,1.8
16017,-0.33582038,-0.00067710876,A,Y,1.8
16018,-0.3222813,0.00061988831,A,Y,1.8
16019,-0.33284658,-0.00032424927,A,Y,1.8
16020,-0.30104238,-0.00034332275,A,Y,1.8
16021,-0.32239014,0.00058364868,A,Y,1.8
16022,-0.31273544,-2.2888184e-05,A,Y,1.8
16023,-0.33089125,-0.00013542175,A,Y,1.8
16024,-0.30950391,0.00016403198,A,Y,1.8
16025,-0.31703609,-0.00029182434,A,Y,1.8
16026,-0.31900895,-0.00060653687,A,Y,1.8
16027,-0.31120616,0.00061416626,A,Y,1.8
16028,-0.30307162,0.00080490112,A,Y,1.8
16029,-0.35146523,0.00011634827,A,Y,1.8
16030,-0.33329278,0.00034141541,A,Y,1.8
16031,-0.329395,4.5776367e-05,A,Y,1.8
16032,-0.302297,-0.00070571899,A,Y,1.8
16033,-0.31815046,-0.00018882751,A,Y,1.8
16034,-0.3058067,0.00078392029,A,Y,1.8
16035,-0.35323024,0.00059318542,A,Y,1.8
16036,-0.29865938,0.0010261536,A,Y,1.8
16037,-0.31599939,0.00030708313,A,Y,1.8
16038,-0.30860639,-0.00054168701,A,Y,1.8
16039,-0.32846516,0.00029945374,A,Y,1.8
16040,-0.30365676,0.000207901,A,Y,1.8
16041,-0.32873344,-0.00017547607,A,Y,1.8
16042,-0.31135935,-0.00026130676,A,Y,1.8
16043,-0.34558201,-8.5830688e-05,A,Y,1.8
16044,-0.31276101,-0.00016212463,A,Y,1.8
16045,-0.35005468,-0.00089836121,A,Y,1.8
16046,-0.30926436,0.00041389465,A,Y,1.8
16047,-0.31196749,-0.00092506409,A,Y,1.8
16048,-0.29601693,5.9127808e-05,A,Y,1.8
16049,-0.31749392,-2.2888184e-05,A,Y,1.8
16050,-0.31291229,0.00071716309,A,Y,1.8
16051,-0.35148603,-0.00053405762,A,Y,1.8
16052,-0.30827039,-0.00016975403,A,Y,1.8
16053,-0.32868946,0.00051116943,A,Y,1.8
16054,-0.33843917,0.00033569336,A,Y,1.8
16055,-0.31279236,0.00011444092,A,Y,1.8
16056,-0.31119215,0.00033950806,A,Y,1.8
16057,-0.33805293,-0.001159668,A,Y,1.8
16058,-0.31130213,-9.727478e-05,A,Y,1.8
16059,-0.34900355,5.3405762e-05,A,Y,1.8
16060,-0.29474711,-0.00024223328,A,Y,1.8
16061,-0.34743917,0.00082778931,A,Y,1.8
16062,-0.32465369,-0.0007686615,A,Y,1.8
16063,-0.33686095,0.0001411438,A,Y,1.8
16064,-0.30802566,0.00021362305,A,Y,1.8
16065,-0.34597689,0.00047302246,A,Y,1.8
16066,-0.31891096,-0.000415802,A,Y,1.8
16067,-0.30986607,0.00061416626,A,Y,1.8
16068,-0.31549114,0.00036430359,A,Y,1.8
16069,-0.3323859,0.0002822876,A,Y,1.8
16070,-0.30155593,0.00042533875,A,Y,1.8
16071,-0.33842772,-0.00018501282,A,Y,1.8
16072,-0.30649698,0.00053215027,A,Y,1.8
16073,-0.34129733,-0.00082969666,A,Y,1.8
16074,-0.30990338,0.00030899048,A,Y,1.8
16075,-0.32347751,0.00016593933,A,Y,1.8
16076,-0.3063693,-0.00015068054,A,Y,1.8
16077,-0.33624619,0.00043678284,A,Y,1.8
16078,-0.31480402,0.00053596497,A,Y,1.8
16079,-0.31681204,-0.00051689148,A,Y,1.8
16080,-0.28580201,0.0007724762,A,Y,1.8
16081,-0.35209507,-0.00026512146,A,Y,1.8
16082,-0.31158888,-0.00051307678,A,Y,1.8
16083,-0.33985299,-5.3405762e-05,A,Y,1.8
16084,-0.30882031,-0.0011386871,A,Y,1.8
16085,-0.34341884,-1.1444092e-05,A,Y,1.8
16086,-0.31643617,0.00047492981,A,Y,1.8
16087,-0.3282541,7.6293945e-06,A,Y,1.8
16088,-0.31052566,0.00023651123,A,Y,1.8
16089,-0.33344603,-0.00028038025,A,Y,1.8
16090,-0.32167166,0.0011196136,A,Y,1.8
16091,-0.33480829,0.00047683716,A,Y,1.8
16092,-0.32005453,7.4386597e-05,A,Y,1.8
16093,-0.33353096,0.0002155304,A,Y,1.8
16094,-0.30289841,-0.00070571899,A,Y,1.8
16095,-0.32902706,0.00037384033,A,Y,1.8
16096,-0.29734296,0.0011005402,A,Y,1.8
16097,-0.3356756,0.00030708313,A,Y,1.8
16098,-0.30756092,-0.00030326843,A,Y,1.8
16099,-0.33167124,-0.00028419495,A,Y,1.8
16100,-0.30033755,0.00053596497,A,Y,1.8
16101,-0.32984138,0.00079727173,A,Y,1.8
16102,-0.31073338,0.00053787231,A,Y,1.8
16103,-0.34278804,-7.8201294e-05,A,Y,1.8
16104,-0.30761462,0.00024604797,A,Y,1.8
16105,-0.33725321,-0.00034713745,A,Y,1.8
16106,-0.32684046,-0.00016212463,A,Y,1.8
16107,-0.34452319,0.00015449524,A,Y,1.8
16108,-0.32673359,0.00024223328,A,Y,1.8
16109,-0.3431381,0.00066757202,A,Y,1.8
16110,-0.3051948,0.00029182434,A,Y,1.8
16111,-0.34324247,-0.0003452301,A,Y,1.8
16112,-0.30399036,0.0010757446,A,Y,1.8
16113,-0.32890773,-0.0012550354,A,Y,1.8
16114,-0.30905312,0.00019454956,A,Y,1.8
16115,-0.34160501,-0.0011501312,A,Y,1.8
16116,-0.29579532,0.00096893311,A,Y,1.8
16117,-0.34092581,-0.00035667419,A,Y,1.8
16118,-0.30637962,-0.00056838989,A,Y,1.8
16119,-0.33648396,0.00026893616,A,Y,1.8
16120,-0.31383348,0.00094032288,A,Y,1.8
16121,-0.32611555,-0.00075912476,A,Y,1.8
16122,-0.32069021,0.00038909912,A,Y,1.8
16123,-0.32193124,-0.00030708313,A,Y,1.8
16124,-0.30020308,0.00052833557,A,Y,1.8
16125,-0.35092986,-0.0003528595,A,Y,1.8
16126,-0.31076568,0.00032615662,A,Y,1.8
16127,-0.34535164,0.00055503845,A,Y,1.8
16128,-0.30007911,-0.00020027161,A,Y,1.8
16129,-0.32193774,0.00039863586,A,Y,1.8
16130,-0.32126176,-0.00054740906,A,Y,1.8
16131,-0.31917423,-2.6702881e-05,A,Y,1.8
16132,-0.31212473,0.00026130676,A,Y,1.8
16133,-0.320759,0.00050926208,A,Y,1.8
16134,-0.29999679,0.00036430359,A,Y,1.8
16135,-0.33806485,0.00049781799,A,Y,1.8
16136,-0.30846405,-0.00067329407,A,Y,1.8
16137,-0.34918618,0.00014686584,A,Y,1.8
16138,-0.31420422,-0.00037956238,A,Y,1.8
16139,-0.33233267,0.00085258484,A,Y,1.8
16140,-0.30933821,0.00041770935,A,Y,1.8
16141,-0.32450563,0.00075721741,A,Y,1.8
16142,-0.30206358,-7.2479248e-05,A,Y,1.8
16143,-0.31795263,0.00030708313,A,Y,1.8
16144,-0.30869246,-0.00075721741,A,Y,1.8
16145,-0.33710051,-0.00013160706,A,Y,1.8
16146,-0.33093226,0.00028991699,A,Y,1.8
16147,-0.32311523,0.0001373291,A,Y,1.8
16148,-0.31131619,0.00075721741,A,Y,1.8
16149,-0.3026467,-0.0004825592,A,Y,1.8
16150,-0.30653381,0.00057983398,A,Y,1.8
16151,-0.36267877,0.00072288513,A,Y,1.8
16152,-0.31485265,3.8146973e-05,A,Y,1.8
16153,-0.33128709,-0.00032615662,A,Y,1.8
16154,-0.31356609,0.00012016296,A,Y,1.8
16155,-0.32577682,-0.00037956238,A,Y,1.8
16156,-0.31375009,-0.00075340271,A,Y,1.8
16157,-0.32881165,0.00038146973,A,Y,1.8
16158,-0.3042022,-9.727478e-05,A,Y,1.8
16159,-0.32962602,-0.00069046021,A,Y,1.8
16160,-0.3156842,-8.0108643e-05,A,Y,1.8
16161,-0.34937567,0.0004901886,A,Y,1.8
16162,-0.30951494,-7.0571899e-05,A,Y,1.8
16163,-0.32011116,0.00033760071,A,Y,1.8
16164,-0.30161017,0.00058937073,A,Y,1.8
16165,-0.35119069,0.00066947937,A,Y,1.8
16166,-0.31208247,0.00017547607,A,Y,1.8
16167,-0.34131026,0.00078582764,A,Y,1.8
16168,-0.30978388,-0.0006980896,A,Y,1.8
16169,-0.33289295,0.00050544739,A,Y,1.8
16170,-0.32031429,0.00018692017,A,Y,1.8
16171,-0.32261568,0.00058364868,A,Y,1.8
16172,-0.3334372,0.00019264221,A,Y,1.8
16173,-0.33144784,-0.00022315979,A,Y,1.8
16174,-0.30348784,0.00045585632,A,Y,1.8
16175,-0.33799434,0.00050926208,A,Y,1.8
16176,-0.31558549,0.00042152405,A,Y,1.8
16177,-0.32853097,-0.00059890747,A,Y,1.8
16178,-0.29954714,0.00015258789,A,Y,1.8
16179,-0.33741122,-0.00038719177,A,Y,1.8
16180,-0.3010928,0.00061988831,A,Y,1.8
16181,-0.33327925,3.6239624e-05,A,Y,1.8
16182,-0.30428207,0.00052642822,A,Y,1.8
16183,-0.33955574,-0.00075912476,A,Y,1.8
16184,-0.31667274,0.00060844421,A,Y,1.8
16185,-0.32964379,0.00060653687,A,Y,1.8
16186,-0.31575423,0.00026512146,A,Y,1.8
16187,-0.34593552,-0.00032615662,A,Y,1.8
16188,-0.29614806,0.00068664551,A,Y,1.8
16189,-0.33439726,-0.00021362305,A,Y,1.8
16190,-0.31045026,-0.00044631958,A,Y,1.8
16191,-0.34958774,0.00010108948,A,Y,1.8
16192,-0.30495971,0.00046920776,A,Y,1.8
16193,-0.33684278,0.00025939941,A,Y,1.8
16194,-0.30855763,-9.727478e-05,A,Y,1.8
16195,-0.32964224,0.00044250488,A,Y,1.8
16196,-0.3006779,0.00077056885,A,Y,1.8
16197,-0.34089863,0.00010490417,A,Y,1.8
16198,-0.31441915,3.0517578e-05,A,Y,1.8
16199,-0.30637413,0.00057029724,A,Y,1.8
16200,-0.30502403,0.00011634827,A,Y,1.8
16201,-0.33310628,0.00037384033,A,Y,1.8
16202,-0.32888567,-0.0013179779,A,Y,1.8
16203,-0.31730783,0.00035095215,A,Y,1.8
16204,-0.30328888,0.00065612793,A,Y,1.8
16205,-0.32971781,0.00088310242,A,Y,1.8
16206,-0.31771803,-0.00014305115,A,Y,1.8
16207,-0.33116573,-5.9127808e-05,A,Y,1.8
16208,-0.33628964,-0.000415802,A,Y,1.8
16209,-0.3204875,-3.6239624e-05,A,Y,1.8
16210,-0.30510587,-0.00039863586,A,Y,1.8
16211,-0.32813424,-8.0108643e-05,A,Y,1.8
16212,-0.31963456,0.00047492981,A,Y,1.8
16213,-0.34820336,0.00011253357,A,Y,1.8
16214,-0.31276846,-0.00069999695,A,Y,1.8
16215,-0.31692946,0.00053215027,A,Y,1.8
16216,-0.3212657,-1.7166138e-05,A,Y,1.8
16217,-0.3493768,-8.5830688e-05,A,Y,1.8
16218,-0.29594147,-0.00023651123,A,Y,1.8
16219,-0.33201045,0.00037574768,A,Y,1.8
16220,-0.31629896,0.0013065338,A,Y,1.8
16221,-0.33881521,-0.00079917908,A,Y,1.8
16222,-0.30743289,-0.00055122375,A,Y,1.8
16223,-0.3305155,-0.00023078918,A,Y,1.8
16224,-0.30840641,-9.5367432e-05,A,Y,1.8
16225,-0.31802833,-0.00048828125,A,Y,1.8
16226,-0.30493218,-0.00010299683,A,Y,1.8
16227,-0.34059012,-0.00050354004,A,Y,1.8
16228,-0.31399935,0.00069046021,A,Y,1.8
16229,-0.32706857,0.00030899048,A,Y,1.8
16230,-0.30394274,0.00056266785,A,Y,1.8
16231,-0.31983864,0.00028419495,A,Y,1.8
16232,-0.31553382,0.00016784668,A,Y,1.8
16233,-0.34930438,0.00055122375,A,Y,1.8
16234,-0.31836402,-0.00082397461,A,Y,1.8
16235,-0.35366929,-4.5776367e-05,A,Y,1.8
16236,-0.30114526,0.00090789795,A,Y,1.8
16237,-0.33182639,-6.8664551e-05,A,Y,1.8
16238,-0.31165659,0.00025558472,A,Y,1.8
16239,-0.32135224,-8.5830688e-05,A,Y,1.8
16240,-0.30600184,0.00056648254,A,Y,1.8
16241,-0.31843418,-0.00063514709,A,Y,1.8
16242,-0.28522027,9.5367432e-06,A,Y,1.8
16243,-0.35490274,-1.9073486e-06,A,Y,1.8
16244,-0.31687248,8.392334e-05,A,Y,1.8
16245,-0.31953824,0.00043106079,A,Y,1.8
16246,-0.29761791,-0.00028038025,A,Y,1.8
16247,-0.33880925,-0.00033760071,A,Y,1.8
16248,-0.31900495,3.4332275e-05,A,Y,1.8
16249,-0.32653749,0.00084495544,A,Y,1.8
16250,-0.32484621,0.00061988831,A,Y,1.8
16251,-0.34308487,5.3405762e-05,A,Y,1.8
16252,-0.30723763,0.00032806396,A,Y,1.8
16253,-0.33700585,-0.00016021729,A,Y,1.8
16254,-0.30034363,-0.0002155304,A,Y,1.8
16255,-0.3346681,-8.392334e-05,A,Y,1.8
16256,-0.30805469,0.0010471344,A,Y,1.8
16257,-0.33942538,-0.00070381165,A,Y,1.8
16258,-0.32539719,0.00047683716,A,Y,1.8
16259,-0.32532793,-1.9073486e-06,A,Y,1.8
16260,-0.30160922,0.00034713745,A,Y,1.8
16261,-0.33502966,0.00028610229,A,Y,1.8
16262,-0.30338395,0.00030899048,A,Y,1.8
16263,-0.3230812,0.00058364868,A,Y,1.8
16264,-0.30136603,-0.00025367737,A,Y,1.8
16265,-0.3394472,0.0002746582,A,Y,1.8
16266,-0.30754441,9.5367432e-06,A,Y,1.8
16267,-0.35011667,-0.00021362305,A,Y,1.8
16268,-0.31253195,-0.00075721741,A,Y,1.8
16269,-0.34238946,0.00039482117,A,Y,1.8
16270,-0.31280243,-8.2015991e-05,A,Y,1.8
16271,-0.33091009,0.00023841858,A,Y,1.8
16272,-0.30824202,0.00022315979,A,Y,1.8
16273,-0.32965177,-0.00025558472,A,Y,1.8
16274,-0.32525349,-0.0013065338,A,Y,1.8
16275,-0.33650541,-0.00055122375,A,Y,1.8
16276,-0.30320066,0.0004901886,A,Y,1.8
16277,-0.34488314,8.7738037e-05,A,Y,1.8
16278,-0.31472069,0.00061988831,A,Y,1.8
16279,-0.34182161,-0.00053024292,A,Y,1.8
16280,-0.31161761,0.00016975403,A,Y,1.8
16281,-0.3375988,0.00011634827,A,Y,1.8
16282,-0.30932397,-0.00046348572,A,Y,1.8
16283,-0.32836831,0.00011634827,A,Y,1.8
16284,-0.32410842,0.00018692017,A,Y,1.8
16285,-0.33575553,-0.00050163269,A,Y,1.8
16286,-0.31173432,0.00025939941,A,Y,1.8
16287,-0.33529001,0.00046730042,A,Y,1.8
16288,-0.31197697,0.00065612793,A,Y,1.8
16289,-0.32723361,-0.00017738342,A,Y,1.8
16290,-0.31493878,-0.00037384033,A,Y,1.8
16291,-0.34171754,0.00019264221,A,Y,1.8
16292,-0.31931645,0.00023078918,A,Y,1.8
16293,-0.32045239,0.00085639954,A,Y,1.8
16294,-0.31284738,-0.00078392029,A,Y,1.8
16295,-0.32241064,0.00099182129,A,Y,1.8
16296,-0.30287015,0.00015068054,A,Y,1.8
16297,-0.34568304,0.00023841858,A,Y,1.8
16298,-0.31382954,-0.00072860718,A,Y,1.8
16299,-0.34214687,0.00023078918,A,Y,1.8
16300,-0.3165974,-0.00046920776,A,Y,1.8
16301,-0.32482761,-0.00026130676,A,Y,1.8
16302,-0.30276573,0.0002117157,A,Y,1.8
16303,-0.33678377,0.00055503845,A,Y,1.8
16304,-0.3318944,-0.00066566467,A,Y,1.8
16305,-0.31068927,-0.00058937073,A,Y,1.8
16306,-0.30560571,0.00057792664,A,Y,1.8
16307,-0.32470417,-0.00087165833,A,Y,1.8
16308,-0.30901372,-1.1444092e-05,A,Y,1.8
16309,-0.33291888,0.00060462952,A,Y,1.8
16310,-0.31351829,0.00016403198,A,Y,1.8
16311,-0.32523489,2.6702881e-05,A,Y,1.8
16312,-0.30913228,0.00034141541,A,Y,1.8
16313,-0.3355552,0.00078392029,A,Y,1.8
16314,-0.31097257,-0.00038719177,A,Y,1.8
16315,-0.33942473,0.0010051727,A,Y,1.8
16316,-0.2993142,0.00016212463,A,Y,1.8
16317,-0.31255275,0.0010051727,A,Y,1.8
16318,-0.30680233,-0.00038719177,A,Y,1.8
16319,-0.3443017,-0.00094032288,A,Y,1.8
16320,-0.30220115,0.00035667419,A,Y,1.8
16321,-0.34881651,0.00024032593,A,Y,1.8
16322,-0.31598878,-3.4332275e-05,A,Y,1.8
16323,-0.33115608,0.00020217896,A,Y,1.8
16324,-0.30877817,0.00031089783,A,Y,1.8
16325,-0.33470118,-0.00052070618,A,Y,1.8
16326,-0.30257791,-0.00045394897,A,Y,1.8
16327,-0.34871227,9.9182129e-05,A,Y,1.8
16328,-0.30073231,-0.00019264221,A,Y,1.8
16329,-0.32373017,3.0517578e-05,A,Y,1.8
16330,-0.30593812,-0.00092124939,A,Y,1.8
16331,-0.33490378,-9.1552734e-05,A,Y,1.8
16332,-0.32050455,0.00016784668,A,Y,1.8
16333,-0.33109647,0.00077629089,A,Y,1.8
16334,-0.3271085,-0.00051879883,A,Y,1.8
16335,-0.33441073,-0.00073051453,A,Y,1.8
16336,-0.31917048,0.00019264221,A,Y,1.8
16337,-0.33187854,0.0001335144,A,Y,1.8
16338,-0.30090892,0.0002784729,A,Y,1.8
16339,-0.34512752,-0.00020027161,A,Y,1.8
16340,-0.31069416,6.4849854e-05,A,Y,1.8
16341,-0.31769496,0.00033760071,A,Y,1.8
16342,-0.31518513,0.00043106079,A,Y,1.8
16343,-0.32810867,-0.00099372864,A,Y,1.8
16344,-0.31777275,0.00030326843,A,Y,1.8
16345,-0.32509696,-0.00042533875,A,Y,1.8
16346,-0.30690026,0.00032615662,A,Y,1.8
16347,-0.34190667,-0.00016403198,A,Y,1.8
16348,-0.31284237,-0.00012969971,A,Y,1.8
16349,-0.31833833,-0.00084686279,A,Y,1.8
16350,-0.31406355,9.9182129e-05,A,Y,1.8
16351,-0.33212239,-0.00038909912,A,Y,1.8
16352,-0.29873985,0.0010566711,A,Y,1.8
16353,-0.31372935,0.00027656555,A,Y,1.8
16354,-0.30384463,-0.0012626648,A,Y,1.8
16355,-0.34577399,-9.9182129e-05,A,Y,1.8
16356,-0.30059081,0.00037193298,A,Y,1.8
16357,-0.31078982,0.00054359436,A,Y,1.8
16358,-0.32280457,-0.00031089783,A,Y,1.8
16359,-0.3308847,-0.00018882751,A,Y,1.8
16360,-0.32324547,0.00010871887,A,Y,1.8
16361,-0.34019184,-0.00061416626,A,Y,1.8
16362,-0.30664009,0.00049781799,A,Y,1.8
16363,-0.32518554,-0.00054550171,A,Y,1.8
16364,-0.31122524,-0.00028610229,A,Y,1.8
16365,-0.34604329,0.00027275085,A,Y,1.8
16366,-0.31107092,0.00023460388,A,Y,1.8
16367,-0.3273235,0.0004234314,A,Y,1.8
16368,-0.32120073,0.00065422058,A,Y,1.8
16369,-0.32894886,-0.00046157837,A,Y,1.8
16370,-0.3195588,-0.00088310242,A,Y,1.8
16371,-0.33916622,0.00094223022,A,Y,1.8
16372,-0.30092096,0.00053977966,A,Y,1.8
16373,-0.33423758,0.00037574768,A,Y,1.8
16374,-0.31067091,-0.00058555603,A,Y,1.8
16375,-0.32557738,0.00038337708,A,Y,1.8
16376,-0.30984157,0.00040817261,A,Y,1.8
16377,-0.34473026,-0.00029754639,A,Y,1.8
16378,-0.31103319,-0.00065994263,A,Y,1.8
16379,-0.34622997,0.00064277649,A,Y,1.8
16380,-0.30863911,5.1498413e-05,A,Y,1.8
16381,-0.31057376,-0.00015830994,A,Y,1.8
16382,-0.29836965,-0.00060272217,A,Y,1.8
16383,-0.33274817,0.00014877319,A,Y,1.8
16384,-0.31890339,-2.4795532e-05,A,Y,1.8
16385,-0.33802837,0.0001335144,A,Y,1.8
16386,-0.30225658,0.00012397766,A,Y,1.8
16387,-0.33137321,-0.00067901611,A,Y,1.8
16388,-0.32073253,-0.00064468384,A,Y,1.8
16389,-0.32304382,-0.00024223328,A,Y,1.8
16390,-0.30649012,0.00032424927,A,Y,1.8
16391,-0.35247535,-0.00011825562,A,Y,1.8
16392,-0.31819504,0.00032043457,A,Y,1.8
16393,-0.33842421,6.8664551e-05,A,Y,1.8
16394,-0.30002964,6.2942505e-05,A,Y,1.8
16395,-0.33795273,0.00020027161,A,Y,1.8
16396,-0.30223399,-3.4332275e-05,A,Y,1.8
16397,-0.32666558,-0.00028038025,A,Y,1.8
16398,-0.31033796,-0.0011730194,A,Y,1.8
16399,-0.33638793,0.00051307678,A,Y,1.8
16400,-0.31475711,5.7220459e-05,A,Y,1.8
16401,-0.35324574,-0.00064849854,A,Y,1.8
16402,-0.30320257,0.00049781799,A,Y,1.8
16403,-0.30753374,-0.00058174133,A,Y,1.8
16404,-0.31847441,-0.00037574768,A,Y,1.8
16405,-0.33737904,9.1552734e-05,A,Y,1.8
16406,-0.30940568,-0.00033760071,A,Y,1.8
16407,-0.34963369,3.6239624e-05,A,Y,1.8
16408,-0.30841315,0.00059127808,A,Y,1.8
16409,-0.33778125,0.0002040863,A,Y,1.8
16410,-0.31255871,3.6239624e-05,A,Y,1.8
16411,-0.33288699,3.2424927e-05,A,Y,1.8
16412,-0.32029587,-0.0001411438,A,Y,1.8
16413,-0.33912694,-3.8146973e-05,A,Y,1.8
16414,-0.33092058,0.00033187866,A,Y,1.8
16415,-0.33190191,-0.00067901611,A,Y,1.8
16416,-0.31332463,0.00067710876,A,Y,1.8
16417,-0.35047668,0.00027275085,A,Y,1.8
16418,-0.29593116,-0.00031089783,A,Y,1.8
16419,-0.32774365,-2.4795532e-05,A,Y,1.8
16420,-0.2936973,0.00092887878,A,Y,1.8
16421,-0.33171159,-0.00057601929,A,Y,1.8
16422,-0.32689643,0.00035095215,A,Y,1.8
16423,-0.32641995,-9.9182129e-05,A,Y,1.8
16424,-0.32720876,0.00025558472,A,Y,1.8
16425,-0.3207497,0.00050926208,A,Y,1.8
16426,-0.30525506,0.00021362305,A,Y,1.8
16427,-0.34516925,0.00018882751,A,Y,1.8
16428,-0.30273288,-0.00016593933,A,Y,1.8
16429,-0.34710652,0.0010871887,A,Y,1.8
16430,-0.30422789,-3.8146973e-06,A,Y,1.8
16431,-0.3233974,0.00027656555,A,Y,1.8
16432,-0.31199211,-0.00010490417,A,Y,1.8
16433,-0.33384943,-0.0010051727,A,Y,1.8
16434,-0.31349951,-0.00053596497,A,Y,1.8
16435,-0.31615257,-0.0007648468,A,Y,1.8
16436,-0.31452793,5.3405762e-05,A,Y,1.8
16437,-0.30947006,-0.00032424927,A,Y,1.8
16438,-0.30471158,-0.0004196167,A,Y,1.8
16439,-0.31488919,9.727478e-05,A,Y,1.8
16440,-0.31558567,0.00018310547,A,Y,1.8
16441,-0.33415949,0.00030136108,A,Y,1.8
16442,-0.29984134,-0.00049781799,A,Y,1.8
16443,-0.33598423,-0.00052261353,A,Y,1.8
16444,-0.31670183,0.00031089783,A,Y,1.8
16445,-0.33292532,7.2479248e-05,A,Y,1.8
16446,-0.3151167,-0.00087165833,A,Y,1.8
16447,-0.31368053,0.00012207031,A,Y,1.8
16448,-0.30373913,-6.6757202e-05,A,Y,1.8
16449,-0.31075829,0.00022125244,A,Y,1.8
16450,-0.31208128,0.00020599365,A,Y,1.8
16451,-0.34789419,0.00012969971,A,Y,1.8
16452,-0.3037836,0.00012016296,A,Y,1.8
16453,-0.33166146,2.6702881e-05,A,Y,1.8
16454,-0.30528587,2.4795532e-05,A,Y,1.8
16455,-0.32903618,0.00058555603,A,Y,1.8
16456,-0.31317681,0.00052642822,A,Y,1.8
16457,-0.34000498,0.00029563904,A,Y,1.8
16458,-0.31524742,0.00012016296,A,Y,1.8
