Force,Displacement,Design,Direction,Displacement Rate
-153.6515,-32.689423,A,X,0.1
-153.90405,-32.69503,A,X,0.1
-154.13402,-32.699814,A,X,0.1
-154.37387,-32.703873,A,X,0.1
-154.63348,-32.706749,A,X,0.1
-154.92749,-32.712982,A,X,0.1
-155.22305,-32.72171,A,X,0.1
-155.41313,-32.724106,A,X,0.1
-155.7774,-32.7258,A,X,0.1
-156.1244,-32.736305,A,X,0.1
-156.29372,-32.736099,A,X,0.1
-156.63098,-32.742302,A,X,0.1
-156.89326,-32.747864,A,X,0.1
-157.19034,-32.751709,A,X,0.1
-157.48831,-32.759506,A,X,0.1
-157.78537,-32.762283,A,X,0.1
-158.09428,-32.767448,A,X,0.1
-158.30226,-32.773323,A,X,0.1
-158.56325,-32.779289,A,X,0.1
-158.84776,-32.78138,A,X,0.1
-159.19104,-32.786598,A,X,0.1
-159.44733,-32.789803,A,X,0.1
-159.70926,-32.794403,A,X,0.1
-160.1109,-32.800667,A,X,0.1
-160.30391,-32.806778,A,X,0.1
-160.56448,-32.810883,A,X,0.1
-160.87334,-32.81485,A,X,0.1
-161.15143,-32.820122,A,X,0.1
-161.3985,-32.82222,A,X,0.1
-161.66853,-32.830833,A,X,0.1
-162.00705,-32.832985,A,X,0.1
-162.30823,-32.835449,A,X,0.1
-162.63918,-32.844437,A,X,0.1
-163.00383,-32.846367,A,X,0.1
-163.31792,-32.855324,A,X,0.1
-163.51501,-32.859436,A,X,0.1
-163.6954,-32.860733,A,X,0.1
-164.13695,-32.869507,A,X,0.1
-164.3542,-32.869225,A,X,0.1
-164.64822,-32.875061,A,X,0.1
-164.99081,-32.879822,A,X,0.1
-165.23041,-32.885735,A,X,0.1
-165.56474,-32.889893,A,X,0.1
-165.92873,-32.896194,A,X,0.1
-166.16066,-32.900536,A,X,0.1
-166.4025,-32.905266,A,X,0.1
-166.71524,-32.907494,A,X,0.1
-167.09399,-32.912758,A,X,0.1
-167.34138,-32.916733,A,X,0.1
-167.69682,-32.92112,A,X,0.1
-168.02341,-32.929176,A,X,0.1
-168.25893,-32.931,A,X,0.1
-168.58466,-32.934845,A,X,0.1
-168.94308,-32.940414,A,X,0.1
-169.30309,-32.943413,A,X,0.1
-169.70261,-32.950218,A,X,0.1
-169.97086,-32.955147,A,X,0.1
-170.18294,-32.960335,A,X,0.1
-170.44514,-32.964417,A,X,0.1
-170.8223,-32.969414,A,X,0.1
-170.99207,-32.973213,A,X,0.1
-170.86429,-32.975937,A,X,0.1
-170.76125,-32.974731,A,X,0.1
-170.7356,-32.979736,A,X,0.1
-170.55267,-32.982964,A,X,0.1
-170.40602,-32.981071,A,X,0.1
-170.32106,-32.98069,A,X,0.1
-170.28922,-32.982483,A,X,0.1
-170.22429,-32.983215,A,X,0.1
-170.10678,-32.984688,A,X,0.1
-170.05554,-32.984848,A,X,0.1
-169.95506,-32.988831,A,X,0.1
-169.87587,-32.985817,A,X,0.1
-169.82007,-32.989914,A,X,0.1
-169.78664,-32.985992,A,X,0.1
-169.76506,-32.985092,A,X,0.1
-169.68373,-32.988075,A,X,0.1
-169.62878,-32.985611,A,X,0.1
-169.65315,-32.983284,A,X,0.1
-169.71169,-32.989326,A,X,0.1
-169.68872,-32.986916,A,X,0.1
-169.7084,-32.989372,A,X,0.1
-169.65356,-32.990692,A,X,0.1
-169.62405,-32.988167,A,X,0.1
-169.58278,-32.989494,A,X,0.1
-169.51396,-32.990074,A,X,0.1
-169.51242,-32.990341,A,X,0.1
-169.51978,-32.993042,A,X,0.1
-169.51231,-32.988945,A,X,0.1
-169.5126,-32.992599,A,X,0.1
-169.4745,-32.99321,A,X,0.1
-169.4301,-32.99427,A,X,0.1
-169.4068,-32.99041,A,X,0.1
-169.36032,-32.993736,A,X,0.1
-169.34955,-32.993073,A,X,0.1
-169.32033,-32.993324,A,X,0.1
-169.31212,-32.992523,A,X,0.1
-169.24063,-32.993622,A,X,0.1
-169.27454,-32.993126,A,X,0.1
-169.2196,-32.991951,A,X,0.1
-169.21388,-32.992538,A,X,0.1
-169.20522,-32.991951,A,X,0.1
-169.29848,-32.995094,A,X,0.1
-169.32938,-32.996513,A,X,0.1
-169.28848,-32.994225,A,X,0.1
-169.23489,-32.998085,A,X,0.1
-169.22383,-32.995781,A,X,0.1
-169.21606,-32.997017,A,X,0.1
-169.20428,-32.99572,A,X,0.1
-169.18269,-32.995453,A,X,0.1
-169.20557,-32.995682,A,X,0.1
-169.21642,-32.996086,A,X,0.1
-169.19942,-32.993439,A,X,0.1
-169.19655,-32.995384,A,X,0.1
-169.19576,-32.996307,A,X,0.1
-169.15829,-32.99646,A,X,0.1
-169.15965,-32.995674,A,X,0.1
-169.08723,-32.996635,A,X,0.1
-169.08305,-32.99884,A,X,0.1
-169.11269,-32.996025,A,X,0.1
-169.09752,-32.996223,A,X,0.1
-169.09198,-32.997749,A,X,0.1
-169.06247,-33.000336,A,X,0.1
-169.04109,-32.996254,A,X,0.1
-169.03406,-32.995499,A,X,0.1
-169.0132,-33.000206,A,X,0.1
-169,-32.994888,A,X,0.1
-168.95232,-32.9944,A,X,0.1
-168.92958,-32.998505,A,X,0.1
-168.91167,-33,A,X,0.1
-168.90463,-32.996536,A,X,0.1
-168.90752,-32.997818,A,X,0.1
-168.90442,-32.998383,A,X,0.1
-168.89473,-32.993637,A,X,0.1
-168.92545,-32.998497,A,X,0.1
-168.90265,-32.996498,A,X,0.1
-168.89462,-32.999306,A,X,0.1
-168.84761,-33.000336,A,X,0.1
-168.86211,-32.996956,A,X,0.1
-168.82451,-32.995201,A,X,0.1
-168.84856,-32.997345,A,X,0.1
-168.79102,-32.999565,A,X,0.1
-168.76468,-32.996834,A,X,0.1
-168.75383,-32.997658,A,X,0.1
-168.75539,-32.999947,A,X,0.1
-168.73343,-32.997406,A,X,0.1
-168.74344,-32.997246,A,X,0.1
-168.72008,-32.99704,A,X,0.1
-168.70854,-32.997681,A,X,0.1
-168.66347,-32.998863,A,X,0.1
-168.68121,-32.998482,A,X,0.1
-168.70232,-32.997658,A,X,0.1
-168.68669,-33.000336,A,X,0.1
-168.64142,-32.999001,A,X,0.1
-168.60968,-32.998741,A,X,0.1
-168.60745,-32.996887,A,X,0.1
-168.6087,-32.998383,A,X,0.1
-168.61037,-32.997719,A,X,0.1
-168.60881,-32.997353,A,X,0.1
-168.61945,-32.999802,A,X,0.1
-168.63098,-33.001732,A,X,0.1
-168.59116,-32.998383,A,X,0.1
-168.5872,-32.998917,A,X,0.1
-168.57065,-32.996193,A,X,0.1
-168.54666,-32.996994,A,X,0.1
-168.49771,-33.000786,A,X,0.1
-168.51852,-33.000168,A,X,0.1
-168.49458,-33.000168,A,X,0.1
-168.4792,-33.000854,A,X,0.1
-168.44395,-32.999237,A,X,0.1
-168.45424,-32.995934,A,X,0.1
-168.4512,-32.999962,A,X,0.1
-168.45937,-33.000793,A,X,0.1
-168.4373,-33.000092,A,X,0.1
-168.43211,-33.003738,A,X,0.1
-168.39839,-32.997643,A,X,0.1
-168.44859,-33.001007,A,X,0.1
-168.42659,-32.998154,A,X,0.1
-168.43295,-32.996239,A,X,0.1
-168.39746,-33.002388,A,X,0.1
-168.38342,-32.99897,A,X,0.1
-168.36661,-32.999382,A,X,0.1
-168.37819,-32.999306,A,X,0.1
-168.31808,-33.000114,A,X,0.1
-168.35258,-32.998055,A,X,0.1
-168.36072,-33.002167,A,X,0.1
-168.33971,-32.999313,A,X,0.1
-168.29456,-32.999634,A,X,0.1
-168.31573,-33.001404,A,X,0.1
-168.29784,-32.998024,A,X,0.1
-168.30634,-32.999802,A,X,0.1
-168.29353,-32.999535,A,X,0.1
-168.30365,-32.999756,A,X,0.1
-168.30594,-32.998161,A,X,0.1
-168.30725,-32.999733,A,X,0.1
-168.29707,-32.998138,A,X,0.1
-168.29027,-33.000275,A,X,0.1
-168.28317,-33.000717,A,X,0.1
-168.29129,-32.998878,A,X,0.1
-168.28918,-32.999359,A,X,0.1
-168.29379,-32.999611,A,X,0.1
-168.25554,-33.000938,A,X,0.1
-168.25648,-32.998833,A,X,0.1
-168.23895,-32.999168,A,X,0.1
-168.2159,-33.000511,A,X,0.1
-168.15886,-32.996925,A,X,0.1
-168.18515,-33.003311,A,X,0.1
-168.16446,-33.001511,A,X,0.1
-168.16585,-32.99987,A,X,0.1
-168.14326,-33.000755,A,X,0.1
-168.16441,-33.001587,A,X,0.1
-168.15398,-33,A,X,0.1
-168.15216,-33.002525,A,X,0.1
-168.12216,-32.999557,A,X,0.1
-168.15144,-32.998131,A,X,0.1
-168.1356,-32.998543,A,X,0.1
-168.1356,-32.998878,A,X,0.1
-168.11626,-32.99733,A,X,0.1
-168.13625,-32.996521,A,X,0.1
-168.11446,-33.002335,A,X,0.1
-168.11092,-32.998787,A,X,0.1
-168.0851,-33.001335,A,X,0.1
-168.10234,-33.001297,A,X,0.1
-168.04787,-33.002937,A,X,0.1
-168.08064,-33.002243,A,X,0.1
-168.01205,-33.002258,A,X,0.1
-168.02904,-33.000275,A,X,0.1
0.002782017,-0.000711441,A,X,1.8
-0.004325479,0.000608444,A,X,1.8
0.006388873,-0.000802994,A,X,1.8
-2.94E-05,0.000593185,A,X,1.8
0.023939222,0.000230789,A,X,1.8
0.002365202,0.000724792,A,X,1.8
0.023940474,-0.000658035,A,X,1.8
-0.008723706,0.000242233,A,X,1.8
0.014735729,-0.001098633,A,X,1.8
-0.005821019,0.000520706,A,X,1.8
0.011660188,0.000291824,A,X,1.8
0.000879556,-0.000154495,A,X,1.8
0.013488263,0.000768662,A,X,1.8
-0.001276046,0.000471115,A,X,1.8
0.009272307,-0.000608444,A,X,1.8
-0.004915088,-0.000242233,A,X,1.8
0.027088493,-0.00103569,A,X,1.8
-0.011052579,0.000272751,A,X,1.8
0.017091244,0.000423431,A,X,1.8
-0.005153865,0.000627518,A,X,1.8
0.02098611,-0.000162125,A,X,1.8
0.003113657,-0.001070023,A,X,1.8
0.025661796,0.000434875,A,X,1.8
-0.001418442,-0.000131607,A,X,1.8
0.016293913,-0.000404358,A,X,1.8
0.002634019,0.000459671,A,X,1.8
0.027677625,0.00043869,A,X,1.8
-0.00688532,0.000740051,A,X,1.8
0.016685754,-0.001161575,A,X,1.8
-0.001546592,0.000425339,A,X,1.8
0.006189257,0.000261307,A,X,1.8
-0.003669113,0.000175476,A,X,1.8
0.020692974,8.39E-05,A,X,1.8
-0.000842065,-0.000192642,A,X,1.8
0.00783959,-0.000112534,A,X,1.8
0.003829509,-0.000591278,A,X,1.8
0.022043794,-0.000408173,A,X,1.8
-0.008273512,0.000900269,A,X,1.8
0.023056179,-0.000455856,A,X,1.8
-0.003827006,-0.000638962,A,X,1.8
0.024784893,-8.96E-05,A,X,1.8
-0.003665477,-8.20E-05,A,X,1.8
0.015532881,0.000772476,A,X,1.8
-0.00430575,0.001070023,A,X,1.8
0.02226916,-7.25E-05,A,X,1.8
-0.004264206,-0.000730515,A,X,1.8
0.013822168,0.000411987,A,X,1.8
-0.003606588,0.000148773,A,X,1.8
0.014246792,2.10E-05,A,X,1.8
-0.003632456,-0.000745773,A,X,1.8
0.016761035,1.72E-05,A,X,1.8
0.001747876,-0.000785828,A,X,1.8
0.021021634,0.000421524,A,X,1.8
-0.002624184,-0.000276566,A,X,1.8
0.015738815,-0.000520706,A,X,1.8
-0.005823761,-0.000219345,A,X,1.8
0.023430198,-0.000152588,A,X,1.8
-0.004448026,0.00038147,A,X,1.8
0.025989801,-0.000171661,A,X,1.8
-0.002214819,0.000465393,A,X,1.8
0.020520657,-0.000364304,A,X,1.8
-0.011495322,-0.00097084,A,X,1.8
0.01633504,-0.000547409,A,X,1.8
-0.007090122,5.91E-05,A,X,1.8
0.019883901,-0.00022316,A,X,1.8
-0.007885188,0.001607895,A,X,1.8
0.024689406,3.43E-05,A,X,1.8
0.003850132,-0.000917435,A,X,1.8
0.017672449,0.001760483,A,X,1.8
-0.00018391,-0.000404358,A,X,1.8
0.023535877,-0.000534058,A,X,1.8
0.00055936,0.000259399,A,X,1.8
0.003471047,-0.000326157,A,X,1.8
0.001979083,-0.000123978,A,X,1.8
0.016168624,-0.001173019,A,X,1.8
0.00549379,0.001279831,A,X,1.8
0.010811239,0.000907898,A,X,1.8
-0.000273675,0.000387192,A,X,1.8
0.013807446,0.000606537,A,X,1.8
-0.004722089,-0.000938416,A,X,1.8
0.019873768,-0.000789642,A,X,1.8
0.003103226,0.00021553,A,X,1.8
0.016488224,0.000646591,A,X,1.8
-0.006896943,-0.001226425,A,X,1.8
0.01362136,-0.000104904,A,X,1.8
-0.001097053,0.000120163,A,X,1.8
0.014557272,-0.000452042,A,X,1.8
-0.003514975,0.000164032,A,X,1.8
0.018599838,-0.000139236,A,X,1.8
-0.002153069,-0.000411987,A,X,1.8
0.006694943,-0.001873016,A,X,1.8
-0.000792056,-0.001455307,A,X,1.8
0.018523842,0.000699997,A,X,1.8
-0.006616265,0.000419617,A,X,1.8
0.011462301,0.000579834,A,X,1.8
-0.004886597,-0.001974106,A,X,1.8
0.020357579,-0.001680374,A,X,1.8
-0.004393965,0.000642776,A,X,1.8
0.020660967,0.000278473,A,X,1.8
-0.006346375,-0.000728607,A,X,1.8
0.014177412,-0.000555038,A,X,1.8
-0.002635688,0.000669479,A,X,1.8
0.020180672,-0.000926971,A,X,1.8
0.005800515,0.000291824,A,X,1.8
0.018232018,5.15E-05,A,X,1.8
0.009388715,-0.00120163,A,X,1.8
0.019428998,-0.000211716,A,X,1.8
-0.00734517,0.000133514,A,X,1.8
0.016929895,-0.001586914,A,X,1.8
-0.000642508,-0.000400543,A,X,1.8
0.019087642,6.68E-05,A,X,1.8
-0.00059697,-0.000312805,A,X,1.8
0.021094412,0.000522614,A,X,1.8
0.004968494,-0.000133514,A,X,1.8
0.007200033,-0.000406265,A,X,1.8
-0.000963658,-0.000200272,A,X,1.8
0.016856641,0.000514984,A,X,1.8
0.000928313,0.000236511,A,X,1.8
0.01412645,0.000608444,A,X,1.8
-0.005560905,0.000232697,A,X,1.8
0.016011328,-0.000204086,A,X,1.8
-0.008158773,-0.000556946,A,X,1.8
0.018350452,0.000112534,A,X,1.8
-0.003955573,0.000829697,A,X,1.8
0.020398647,-0.000749588,A,X,1.8
0.001798838,0.001169205,A,X,1.8
0.020164222,-0.000728607,A,X,1.8
-0.009337872,0.00041008,A,X,1.8
0.022272617,0.000768662,A,X,1.8
-0.002041847,0.000349045,A,X,1.8
0.025916249,-0.00100708,A,X,1.8
-0.002026111,0.001890183,A,X,1.8
0.012973875,-0.000167847,A,X,1.8
-0.010952264,0.000391006,A,X,1.8
0.018648595,0.001249313,A,X,1.8
0.00109908,0.000253677,A,X,1.8
0.019315511,0.000339508,A,X,1.8
-0.003107637,-0.002075195,A,X,1.8
0.018159539,-0.000360489,A,X,1.8
0.00045839,0.000127792,A,X,1.8
0.015528172,-0.000185013,A,X,1.8
-0.009602219,-0.000940323,A,X,1.8
0.008932442,0.00071907,A,X,1.8
-0.003977984,-3.62E-05,A,X,1.8
0.014487475,-0.000581741,A,X,1.8
0.003598362,0.000455856,A,X,1.8
0.016190737,1.72E-05,A,X,1.8
0.004213721,0.000478745,A,X,1.8
0.013092428,-0.00047493,A,X,1.8
-0.001159638,0.000499725,A,X,1.8
0.005493194,-0.000387192,A,X,1.8
-0.003573924,-0.000389099,A,X,1.8
0.011892229,-0.000799179,A,X,1.8
0.001663297,-0.000169754,A,X,1.8
0.011242777,0.000389099,A,X,1.8
0.005324096,0.001066208,A,X,1.8
0.012238294,0.000635147,A,X,1.8
0.000836343,-0.000106812,A,X,1.8
0.01523152,0.000299454,A,X,1.8
0.006264359,0.001045227,A,X,1.8
0.009344906,-0.000188828,A,X,1.8
0.00102666,-0.000535965,A,X,1.8
0.022753268,0.000469208,A,X,1.8
0.004161149,0.000408173,A,X,1.8
0.016992837,0.000312805,A,X,1.8
0.000651032,0.001224518,A,X,1.8
0.011977702,-0.000234604,A,X,1.8
-0.000971407,0.001260757,A,X,1.8
0.0180296,-0.00097847,A,X,1.8
-0.004230052,4.39E-05,A,X,1.8
0.021099895,-0.000318527,A,X,1.8
-0.002432734,0.000181198,A,X,1.8
0.012853771,-0.000249863,A,X,1.8
0.000263423,-5.91E-05,A,X,1.8
0.005231053,0.0013237,A,X,1.8
-0.003092319,0.000408173,A,X,1.8
0.01159808,-0.000406265,A,X,1.8
0.005156249,0.000997543,A,X,1.8
0.01859346,0.000881195,A,X,1.8
0.001812846,-0.00034523,A,X,1.8
0.015203327,0.001018524,A,X,1.8
-0.007864565,-0.000108719,A,X,1.8
0.007089108,0.000366211,A,X,1.8
0.001566142,-0.000440598,A,X,1.8
0.010644525,-0.001470566,A,X,1.8
0.001323253,-0.000123978,A,X,1.8
0.008330435,0.000402451,A,X,1.8
-0.005679041,0.000261307,A,X,1.8
0.015237778,0.000509262,A,X,1.8
-0.000116497,-0.000709534,A,X,1.8
0.007024795,-0.001424789,A,X,1.8
0.000434786,0.000581741,A,X,1.8
0.018891305,0.000349045,A,X,1.8
-0.008197874,-0.000253677,A,X,1.8
0.010212988,0.001279831,A,X,1.8
0.003982574,0.000120163,A,X,1.8
0.009224862,0.00041008,A,X,1.8
0.008354217,-0.00021553,A,X,1.8
0.013161987,6.29E-05,A,X,1.8
-0.000270873,0.00071907,A,X,1.8
0.012422115,-0.00060463,A,X,1.8
-0.000292867,0.000705719,A,X,1.8
0.010583013,-0.000135422,A,X,1.8
0.003020972,-0.00097084,A,X,1.8
0.0104554,-7.82E-05,A,X,1.8
0.002148956,-0.000141144,A,X,1.8
0.014323741,0.000516891,A,X,1.8
-0.000333041,-0.000114441,A,X,1.8
0.013091117,-0.001464844,A,X,1.8
0.001712352,0.000822067,A,X,1.8
0.018549055,-0.000610352,A,X,1.8
0.006736308,0.000486374,A,X,1.8
0.004305989,-0.000743866,A,X,1.8
-0.005842596,-0.000234604,A,X,1.8
0.013172239,0.000860214,A,X,1.8
0.000322849,0.000324249,A,X,1.8
0.01835081,-0.000200272,A,X,1.8
-0.005120426,-6.68E-05,A,X,1.8
0.008448452,0.000677109,A,X,1.8
0.004127234,-4.39E-05,A,X,1.8
0.011566073,-0.001781464,A,X,1.8
-0.001534373,-9.54E-06,A,X,1.8
0.013793677,-0.000608444,A,X,1.8
0.000758201,0.000757217,A,X,1.8
0.006004959,0.000173569,A,X,1.8
0.004806548,-4.01E-05,A,X,1.8
0.012343258,9.73E-05,A,X,1.8
0.0115228,-0.000289917,A,X,1.8
0.010936111,5.15E-05,A,X,1.8
0.011697024,-0.000957489,A,X,1.8
0.011256367,-0.000246048,A,X,1.8
0.000882417,0.000652313,A,X,1.8
0.013240129,-0.000112534,A,X,1.8
0.005904764,-0.000711441,A,X,1.8
0.012671858,-0.000434875,A,X,1.8
-4.20E-05,0.000673294,A,X,1.8
0.012904137,0.000883102,A,X,1.8
-0.00060454,-9.92E-05,A,X,1.8
0.02291581,-0.000864029,A,X,1.8
0.005078822,0.000238419,A,X,1.8
0.008104354,-0.00022316,A,X,1.8
-0.001267165,0.000185013,A,X,1.8
0.018090516,0.000343323,A,X,1.8
-0.005250424,-0.001121521,A,X,1.8
0.017004222,-0.000331879,A,X,1.8
-0.002418131,0.000429153,A,X,1.8
0.016249508,-5.72E-06,A,X,1.8
-0.003138155,0.000104904,A,X,1.8
0.009011716,0.001194,A,X,1.8
0.005439371,0.000303268,A,X,1.8
0.012576908,-0.000101089,A,X,1.8
0.001158387,0.000329971,A,X,1.8
0.012271732,3.81E-06,A,X,1.8
0.000956446,-0.000600815,A,X,1.8
0.007187873,0.000619888,A,X,1.8
0.011050195,0.000871658,A,X,1.8
0.018642575,0.000888824,A,X,1.8
-0.00207147,-0.00047493,A,X,1.8
0.014252871,0.000715256,A,X,1.8
0.001254529,0.000236511,A,X,1.8
0.009204656,0.000921249,A,X,1.8
-0.000576049,0.000677109,A,X,1.8
0.007142276,-0.000202179,A,X,1.8
0.00162831,0.00050354,A,X,1.8
0.010937124,0.000520706,A,X,1.8
0.005106121,0.001314163,A,X,1.8
0.007617027,2.86E-05,A,X,1.8
0.001048714,0.000434875,A,X,1.8
0.01383999,-0.000835419,A,X,1.8
0.005429179,-0.000432968,A,X,1.8
0.012869209,0.000684738,A,X,1.8
0.006187588,0.000444412,A,X,1.8
0.005167633,-0.000162125,A,X,1.8
0.002221674,-0.001115799,A,X,1.8
0.014237076,-8.96E-05,A,X,1.8
0.001828879,-0.001096726,A,X,1.8
0.013510972,0.001493454,A,X,1.8
0.005099386,0.000436783,A,X,1.8
0.010437101,-0.000688553,A,X,1.8
0.006393999,0.000930786,A,X,1.8
0.021227151,0.000335693,A,X,1.8
-0.00166443,0.000799179,A,X,1.8
0.00552699,0.00066185,A,X,1.8
0.006372601,-0.000528336,A,X,1.8
0.007806271,6.10E-05,A,X,1.8
0.000989288,0.00075531,A,X,1.8
0.019233495,-3.43E-05,A,X,1.8
0.002021164,0.000852585,A,X,1.8
0.013758808,-0.000558853,A,X,1.8
0.007587582,0.000112534,A,X,1.8
0.010231644,-0.000642776,A,X,1.8
-0.001323968,-0.000520706,A,X,1.8
0.002890974,0.00069046,A,X,1.8
0.002032965,0.00015831,A,X,1.8
0.005992562,-0.00028801,A,X,1.8
0.008379549,0.00078392,A,X,1.8
0.016419083,0.000392914,A,X,1.8
0.0011985,-7.82E-05,A,X,1.8
0.012164861,0.001241684,A,X,1.8
0.000875086,-0.000518799,A,X,1.8
0.009341389,-0.001321793,A,X,1.8
0.005374998,-0.000276566,A,X,1.8
0.0112876,7.25E-05,A,X,1.8
0.006744474,0.000587463,A,X,1.8
0.014386505,0.001256943,A,X,1.8
-0.002242297,1.53E-05,A,X,1.8
0.014762849,0.000318527,A,X,1.8
-0.000897199,0.00087738,A,X,1.8
0.013576001,0.00037384,A,X,1.8
0.001416594,-0.000837326,A,X,1.8
0.014160484,-0.00034523,A,X,1.8
0.003649801,-0.000270844,A,X,1.8
0.008593708,-0.000535965,A,X,1.8
0.017463356,0.000761032,A,X,1.8
0.006462723,0.000944138,A,X,1.8
0.005322248,-0.000104904,A,X,1.8
0.002299994,0.000152588,A,X,1.8
0.00499025,0.000520706,A,X,1.8
0.007195741,0.001050949,A,X,1.8
-0.005213708,-0.000753403,A,X,1.8
0.01058206,-0.000749588,A,X,1.8
-0.004887551,-0.000272751,A,X,1.8
0.004820257,-0.000535965,A,X,1.8
0.003009766,0.000368118,A,X,1.8
0.012352198,0.000146866,A,X,1.8
0.007457405,9.73E-05,A,X,1.8
0.009630114,-0.000543594,A,X,1.8
0.002190679,2.86E-05,A,X,1.8
0.010618895,0.000881195,A,X,1.8
-0.001713842,3.62E-05,A,X,1.8
0.014273793,0.000619888,A,X,1.8
-0.001463324,-0.001008987,A,X,1.8
0.003269285,0.000448227,A,X,1.8
0.000538737,0.000614166,A,X,1.8
0.00751546,0.000551224,A,X,1.8
0.004342765,-0.000415802,A,X,1.8
0.012346476,0.000247955,A,X,1.8
0.00835529,0.000654221,A,X,1.8
0.008484036,-0.000816345,A,X,1.8
0.011073917,-0.000146866,A,X,1.8
0.001309127,-0.00018692,A,X,1.8
0.003255218,-0.000768662,A,X,1.8
0.015132099,0.000509262,A,X,1.8
0.012760013,0.000471115,A,X,1.8
0.016955823,-7.63E-05,A,X,1.8
0.005025893,-0.001041412,A,X,1.8
0.001204521,5.72E-05,A,X,1.8
0.001417548,0.001485825,A,X,1.8
0.022285014,0.000429153,A,X,1.8
0.000235111,-0.001001358,A,X,1.8
0.004876226,0.000635147,A,X,1.8
0.011171669,0.00056839,A,X,1.8
2.78E-05,-0.00037384,A,X,1.8
0.009566933,0.001050949,A,X,1.8
0.00665006,-0.000205994,A,X,1.8
0.002809316,-0.000577927,A,X,1.8
0.005548447,0.000679016,A,X,1.8
0.007970959,7.63E-06,A,X,1.8
0.009101659,-0.001056671,A,X,1.8
0.003581971,-0.000146866,A,X,1.8
0.009219796,-0.000757217,A,X,1.8
0.011718661,0.000606537,A,X,1.8
0.002840787,2.86E-05,A,X,1.8
0.004843026,0.000659943,A,X,1.8
0.006002575,-0.000143051,A,X,1.8
0.004131407,-0.00060463,A,X,1.8
0.014071196,-0.000135422,A,X,1.8
0.005439252,-0.001056671,A,X,1.8
0.015593141,0.000282288,A,X,1.8
-0.002765507,0.001190186,A,X,1.8
0.007626802,-0.00097084,A,X,1.8
0.00578478,-0.000535965,A,X,1.8
0.010596901,0.001220703,A,X,1.8
0.009612232,0.001617432,A,X,1.8
0.002681881,-0.001075745,A,X,1.8
0.006028742,0.000375748,A,X,1.8
0.001699358,-0.000152588,A,X,1.8
0.010828584,-0.000644684,A,X,1.8
0.009818763,0.00082016,A,X,1.8
0.009881407,0.00038147,A,X,1.8
0.011743635,3.43E-05,A,X,1.8
0.000605017,-0.000587463,A,X,1.8
0.009038657,-2.86E-05,A,X,1.8
-0.000246495,0.000349045,A,X,1.8
0.01803419,-0.000701904,A,X,1.8
-0.001579374,0.000537872,A,X,1.8
0.013166636,-8.58E-05,A,X,1.8
0.00403592,0.000350952,A,X,1.8
0.010783643,0.000190735,A,X,1.8
0.012182027,-0.000165939,A,X,1.8
0.012302667,0.000583649,A,X,1.8
0.009302944,0.000448227,A,X,1.8
0.006925851,-0.001335144,A,X,1.8
0.010664076,5.91E-05,A,X,1.8
0.000825316,0.000123978,A,X,1.8
0.001272887,-0.000242233,A,X,1.8
0.009649366,2.86E-05,A,X,1.8
0.010005921,-0.000135422,A,X,1.8
0.00253585,9.54E-06,A,X,1.8
0.007328719,-0.000705719,A,X,1.8
0.002263933,0.000680923,A,X,1.8
0.006477803,0.001684189,A,X,1.8
0.003378242,0.000705719,A,X,1.8
0.01220867,-8.77E-05,A,X,1.8
0.008096784,0.00041008,A,X,1.8
0.006279439,0.000743866,A,X,1.8
0.008972853,-0.000102997,A,X,1.8
0.011254519,-0.000501633,A,X,1.8
0.004158229,0.000787735,A,X,1.8
0.004113942,-0.00088501,A,X,1.8
0.004639953,0.000371933,A,X,1.8
0.005532652,-0.000562668,A,X,1.8
0.006181568,-0.000326157,A,X,1.8
0.011474878,-0.000295639,A,X,1.8
0.005622715,-4.01E-05,A,X,1.8
0.001910836,0.000370026,A,X,1.8
0.002104193,0.000341415,A,X,1.8
0.009687275,0.000425339,A,X,1.8
0.00600186,0.000123978,A,X,1.8
0.010531694,-0.000247955,A,X,1.8
0.001265973,0.001020432,A,X,1.8
0.008801192,0.001529694,A,X,1.8
0.004633993,-0.000190735,A,X,1.8
0.004755944,1.53E-05,A,X,1.8
0.005763739,0.000177383,A,X,1.8
0.003893226,0.000802994,A,X,1.8
0.011630028,3.62E-05,A,X,1.8
0.009385437,0.000207901,A,X,1.8
0.006825775,-0.000612259,A,X,1.8
0.011647314,0.00053215,A,X,1.8
0.011563033,-0.000772476,A,X,1.8
0.001014382,-0.000566483,A,X,1.8
0.005200297,0.00047493,A,X,1.8
0.006519824,0.000635147,A,X,1.8
0.008695096,0.000818253,A,X,1.8
0.006106287,-0.000270844,A,X,1.8
-0.001999944,-0.000988007,A,X,1.8
0.005755812,0.000749588,A,X,1.8
0.005723566,4.39E-05,A,X,1.8
0.011009127,0.001329422,A,X,1.8
0.00234881,-0.000570297,A,X,1.8
0.008089393,0.000471115,A,X,1.8
0.000514537,-9.73E-05,A,X,1.8
0.014653772,0.000295639,A,X,1.8
0.014342338,-0.000331879,A,X,1.8
0.008793026,0.000131607,A,X,1.8
0.004914612,0.000637054,A,X,1.8
0.010152847,0.001462936,A,X,1.8
0.006769985,0.00082016,A,X,1.8
0.009313971,-9.73E-05,A,X,1.8
0.004842728,-0.000383377,A,X,1.8
0.017086059,-0.000299454,A,X,1.8
-0.003189415,0.000675201,A,X,1.8
0.007833451,-0.001276016,A,X,1.8
